"","B1","P1","P4","S1","S2","S5"
"LC08_CU_007013_20170926_20171020_C01_V01_SRB2",6629.5,NA,NA,5176,4645.66666666667,4771
"LC08_CU_007013_20170926_20171020_C01_V01_SRB3",6594.5,NA,NA,5140.66666666667,4661,4746
"LC08_CU_007013_20170926_20171020_C01_V01_SRB4",6685,NA,NA,5219.33333333333,4711.33333333333,4811.5
"LC08_CU_007013_20170926_20171020_C01_V01_SRB5",6845,NA,NA,5482,4987.33333333333,5078
"LC08_CU_007013_20170926_20171020_C01_V01_SRB6",2060.5,NA,NA,1871.66666666667,1885.66666666667,1878.5
"LC08_CU_007013_20170926_20171020_C01_V01_SRB7",2426,NA,NA,2075.33333333333,2025,2044.5
"LC08_CU_007013_20171003_20171019_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171003_20171019_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20171003_20171019_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171003_20171019_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20171003_20171019_C01_V01_SRB1",182.5,288.666666666667,298.5,78.6666666666667,124.666666666667,177.5
"LC08_CU_007013_20171003_20171019_C01_V01_SRB2",164,266.666666666667,274.5,110.333333333333,169.666666666667,210
"LC08_CU_007013_20171003_20171019_C01_V01_SRB3",210,237.666666666667,245,192,241.333333333333,279.5
"LC08_CU_007013_20171003_20171019_C01_V01_SRB4",117.5,139.333333333333,140,133.666666666667,194,231.5
"LC08_CU_007013_20171003_20171019_C01_V01_SRB5",39,86.3333333333333,80,76.6666666666667,140,173
"LC08_CU_007013_20171003_20171019_C01_V01_SRB6",32.5,66.6666666666667,66,72,142,128
"LC08_CU_007013_20171003_20171019_C01_V01_SRB7",24,58.6666666666667,55.5,56.3333333333333,123.333333333333,93
"LC08_CU_007013_20171012_20171025_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171012_20171025_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20171012_20171025_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171012_20171025_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20171012_20171025_C01_V01_SRB1",192,NA,NA,185,220,195.5
"LC08_CU_007013_20171012_20171025_C01_V01_SRB2",184,NA,NA,179.666666666667,211,186.5
"LC08_CU_007013_20171012_20171025_C01_V01_SRB3",217.5,NA,NA,205.333333333333,244.333333333333,213
"LC08_CU_007013_20171012_20171025_C01_V01_SRB4",127,NA,NA,131,175,134.5
"LC08_CU_007013_20171012_20171025_C01_V01_SRB5",42,NA,NA,46.6666666666667,99,55.5
"LC08_CU_007013_20171012_20171025_C01_V01_SRB6",24.5,NA,NA,36.3333333333333,100,45
"LC08_CU_007013_20171012_20171025_C01_V01_SRB7",16.5,NA,NA,31.6666666666667,93.3333333333333,37.5
"LC08_CU_007013_20171019_20171026_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171019_20171026_C01_V01_PIXELQA",480,324,324,328,394.666666666667,352
"LC08_CU_007013_20171019_20171026_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171019_20171026_C01_V01_SRAEROSOLQA",8,68,68,80,56,80
"LC08_CU_007013_20171019_20171026_C01_V01_SRB1",1836,236,235,284.333333333333,640.666666666667,535
"LC08_CU_007013_20171019_20171026_C01_V01_SRB2",1710.5,228,229.5,276,661,552.5
"LC08_CU_007013_20171019_20171026_C01_V01_SRB3",2217.5,217.666666666667,215,337.666666666667,746,644.5
"LC08_CU_007013_20171019_20171026_C01_V01_SRB4",2227,100.666666666667,94,299.333333333333,779.333333333333,645
"LC08_CU_007013_20171019_20171026_C01_V01_SRB5",2566,43.6666666666667,42,331,996.333333333333,869
"LC08_CU_007013_20171019_20171026_C01_V01_SRB6",3136.5,33.3333333333333,33,356.666666666667,971,890
"LC08_CU_007013_20171019_20171026_C01_V01_SRB7",2833.5,30.6666666666667,31,250,847,662
"LC08_CU_007013_20171028_20171110_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171028_20171110_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20171028_20171110_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171028_20171110_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20171028_20171110_C01_V01_SRB1",243.5,NA,NA,242,284.666666666667,261
"LC08_CU_007013_20171028_20171110_C01_V01_SRB2",233,NA,NA,233.333333333333,280,246
"LC08_CU_007013_20171028_20171110_C01_V01_SRB3",257,NA,NA,245,306,255.5
"LC08_CU_007013_20171028_20171110_C01_V01_SRB4",166,NA,NA,168,230.333333333333,175.5
"LC08_CU_007013_20171028_20171110_C01_V01_SRB5",73,NA,NA,90,154.333333333333,99.5
"LC08_CU_007013_20171028_20171110_C01_V01_SRB6",46,NA,NA,57.3333333333333,139,67.5
"LC08_CU_007013_20171028_20171110_C01_V01_SRB7",35,NA,NA,43,117,55
"LC08_CU_007013_20171104_20171124_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171104_20171124_C01_V01_PIXELQA",328,324,324,992,821.333333333333,992
"LC08_CU_007013_20171104_20171124_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171104_20171124_C01_V01_SRAEROSOLQA",80,68,68,8,8,8
"LC08_CU_007013_20171104_20171124_C01_V01_SRB1",323,312,308,7082.33333333333,3904.66666666667,4172.5
"LC08_CU_007013_20171104_20171124_C01_V01_SRB2",317.5,272.666666666667,274.5,7061.33333333333,4136.33333333333,4242.5
"LC08_CU_007013_20171104_20171124_C01_V01_SRB3",347.5,195.333333333333,238.5,7442.33333333333,3202,4040
"LC08_CU_007013_20171104_20171124_C01_V01_SRB4",301.5,100.666666666667,134.5,7455.66666666667,3455,4085.5
"LC08_CU_007013_20171104_20171124_C01_V01_SRB5",350.5,51.3333333333333,86.5,7393.33333333333,3851.66666666667,4333
"LC08_CU_007013_20171104_20171124_C01_V01_SRB6",379,41.3333333333333,66,4922.33333333333,2511.33333333333,3060
"LC08_CU_007013_20171104_20171124_C01_V01_SRB7",350.5,37.3333333333333,77.5,3554.66666666667,2075.33333333333,2361.5
"LC08_CU_007013_20171113_20171124_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171113_20171124_C01_V01_PIXELQA",992,NA,NA,608,352,448
"LC08_CU_007013_20171113_20171124_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171113_20171124_C01_V01_SRAEROSOLQA",8,NA,NA,58.6666666666667,80,44
"LC08_CU_007013_20171113_20171124_C01_V01_SRB1",1687.5,NA,NA,929,620.666666666667,852.5
"LC08_CU_007013_20171113_20171124_C01_V01_SRB2",1679.5,NA,NA,933.666666666667,645.333333333333,899
"LC08_CU_007013_20171113_20171124_C01_V01_SRB3",1677,NA,NA,1179.33333333333,907,910
"LC08_CU_007013_20171113_20171124_C01_V01_SRB4",1629,NA,NA,1280.33333333333,884.333333333333,989
"LC08_CU_007013_20171113_20171124_C01_V01_SRB5",1781.5,NA,NA,1720,1068.33333333333,1369.5
"LC08_CU_007013_20171113_20171124_C01_V01_SRB6",1053,NA,NA,1761.66666666667,1546.33333333333,1182
"LC08_CU_007013_20171113_20171124_C01_V01_SRB7",933.5,NA,NA,1684,1290.66666666667,1050.5
"LC08_CU_007013_20171120_20171208_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171120_20171208_C01_V01_PIXELQA",992,992,992,352,394.666666666667,480
"LC08_CU_007013_20171120_20171208_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171120_20171208_C01_V01_SRAEROSOLQA",8,8,8,164,112,8
"LC08_CU_007013_20171120_20171208_C01_V01_SRB1",609.5,800.333333333333,667.5,308.333333333333,391,480
"LC08_CU_007013_20171120_20171208_C01_V01_SRB2",607.5,767,623.5,366.333333333333,448,504.5
"LC08_CU_007013_20171120_20171208_C01_V01_SRB3",677,756,605,460.666666666667,531.333333333333,539
"LC08_CU_007013_20171120_20171208_C01_V01_SRB4",569.5,696.333333333333,536.5,464,535.333333333333,539.5
"LC08_CU_007013_20171120_20171208_C01_V01_SRB5",551.5,722.666666666667,530.5,557.666666666667,618.666666666667,604
"LC08_CU_007013_20171120_20171208_C01_V01_SRB6",566,687,508,578,632.333333333333,584
"LC08_CU_007013_20171120_20171208_C01_V01_SRB7",489.5,609.333333333333,451,494,535.666666666667,484.5
"LC08_CU_007013_20171129_20171211_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171129_20171211_C01_V01_PIXELQA",992,NA,NA,992,992,992
"LC08_CU_007013_20171129_20171211_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171129_20171211_C01_V01_SRAEROSOLQA",8,NA,NA,8,8,8
"LC08_CU_007013_20171129_20171211_C01_V01_SRB1",2467,NA,NA,2632,2718.66666666667,2695.5
"LC08_CU_007013_20171129_20171211_C01_V01_SRB2",2467,NA,NA,2616.33333333333,2711,2684.5
"LC08_CU_007013_20171129_20171211_C01_V01_SRB3",2461.5,NA,NA,2619.33333333333,2700.33333333333,2666
"LC08_CU_007013_20171129_20171211_C01_V01_SRB4",2487,NA,NA,2644.66666666667,2730.66666666667,2698.5
"LC08_CU_007013_20171129_20171211_C01_V01_SRB5",2714.5,NA,NA,2839.33333333333,2944.66666666667,2884.5
"LC08_CU_007013_20171129_20171211_C01_V01_SRB6",1910.5,NA,NA,1729,1829.33333333333,1772.5
"LC08_CU_007013_20171129_20171211_C01_V01_SRB7",1822,NA,NA,1679,1771.66666666667,1722
"LC08_CU_007013_20171206_20171227_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171206_20171227_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20171206_20171227_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171206_20171227_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20171206_20171227_C01_V01_SRB1",294,341.666666666667,314.5,33,60,31.5
"LC08_CU_007013_20171206_20171227_C01_V01_SRB2",332,324,297.5,70,100.333333333333,71.5
"LC08_CU_007013_20171206_20171227_C01_V01_SRB3",454,303.333333333333,289.5,107.666666666667,141.333333333333,109
"LC08_CU_007013_20171206_20171227_C01_V01_SRB4",259,164.666666666667,146.5,72,104.333333333333,72.5
"LC08_CU_007013_20171206_20171227_C01_V01_SRB5",45,82.3333333333333,50,41.6666666666667,72.6666666666667,43
"LC08_CU_007013_20171206_20171227_C01_V01_SRB6",25.5,60.6666666666667,31,42.3333333333333,100.666666666667,45.5
"LC08_CU_007013_20171206_20171227_C01_V01_SRB7",21,49,20,31.6666666666667,82.6666666666667,32
"LC08_CU_007013_20171215_20171227_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171215_20171227_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20171215_20171227_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171215_20171227_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20171215_20171227_C01_V01_SRB1",308,NA,NA,254.333333333333,272.666666666667,257.5
"LC08_CU_007013_20171215_20171227_C01_V01_SRB2",339,NA,NA,236.666666666667,259,240.5
"LC08_CU_007013_20171215_20171227_C01_V01_SRB3",452,NA,NA,199.666666666667,236.333333333333,205.5
"LC08_CU_007013_20171215_20171227_C01_V01_SRB4",239,NA,NA,130,155,134
"LC08_CU_007013_20171215_20171227_C01_V01_SRB5",39.5,NA,NA,67,95,71
"LC08_CU_007013_20171215_20171227_C01_V01_SRB6",18,NA,NA,39,88.3333333333333,46.5
"LC08_CU_007013_20171215_20171227_C01_V01_SRB7",16.5,NA,NA,29.3333333333333,81.6666666666667,31.5
"LC08_CU_007013_20171222_20180104_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20171222_20180104_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20171222_20180104_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20171222_20180104_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20171222_20180104_C01_V01_SRB1",278.5,269,309,41,63.3333333333333,49
"LC08_CU_007013_20171222_20180104_C01_V01_SRB2",321.5,270,308,70.3333333333333,97,74
"LC08_CU_007013_20171222_20180104_C01_V01_SRB3",479,254.333333333333,314.5,114.666666666667,151.666666666667,114.5
"LC08_CU_007013_20171222_20180104_C01_V01_SRB4",261,103.333333333333,138,61.6666666666667,96,68
"LC08_CU_007013_20171222_20180104_C01_V01_SRB5",41,28.3333333333333,33,38,65,40.5
"LC08_CU_007013_20171222_20180104_C01_V01_SRB6",26.5,21,21,42,108.333333333333,48
"LC08_CU_007013_20171222_20180104_C01_V01_SRB7",22.5,14.6666666666667,14.5,37,97.3333333333333,38.5
"LC08_CU_007013_20171231_20180104_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20171231_20180104_C01_V01_PIXELQA",992,NA,NA,992,992,992
"LC08_CU_007013_20171231_20180104_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20171231_20180104_C01_V01_SRAEROSOLQA",8,NA,NA,8,8,8
"LC08_CU_007013_20171231_20180104_C01_V01_SRB1",4062,NA,NA,3731,3781,3780
"LC08_CU_007013_20171231_20180104_C01_V01_SRB2",4025,NA,NA,3703.66666666667,3773,3766
"LC08_CU_007013_20171231_20180104_C01_V01_SRB3",4072,NA,NA,3576,3715.33333333333,3714
"LC08_CU_007013_20171231_20180104_C01_V01_SRB4",4043.5,NA,NA,3658,3759,3747.5
"LC08_CU_007013_20171231_20180104_C01_V01_SRB5",4186.5,NA,NA,3897.33333333333,3964.33333333333,3955
"LC08_CU_007013_20171231_20180104_C01_V01_SRB6",2208.5,NA,NA,2078,2236,2219
"LC08_CU_007013_20171231_20180104_C01_V01_SRB7",2334.5,NA,NA,2155,2295,2283
"LC08_CU_007013_20180107_20180120_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20180107_20180120_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20180107_20180120_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20180107_20180120_C01_V01_SRAEROSOLQA",68,68,68,89.3333333333333,89.3333333333333,100
"LC08_CU_007013_20180107_20180120_C01_V01_SRB1",350,441.333333333333,427.5,120.666666666667,150.333333333333,98.5
"LC08_CU_007013_20180107_20180120_C01_V01_SRB2",410.5,442.666666666667,427,184.666666666667,213,159.5
"LC08_CU_007013_20180107_20180120_C01_V01_SRB3",568,429.666666666667,422,267.666666666667,301.666666666667,246.5
"LC08_CU_007013_20180107_20180120_C01_V01_SRB4",341,340,308.5,250,272.666666666667,225
"LC08_CU_007013_20180107_20180120_C01_V01_SRB5",161,325,276.5,303.333333333333,334,271.5
"LC08_CU_007013_20180107_20180120_C01_V01_SRB6",142.5,326.333333333333,252,342.666666666667,373.666666666667,327.5
"LC08_CU_007013_20180107_20180120_C01_V01_SRB7",127,287.333333333333,221.5,299.333333333333,322,279.5
"LC08_CU_007013_20180116_20180208_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20180116_20180208_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20180116_20180208_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20180116_20180208_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20180116_20180208_C01_V01_SRB1",338.5,NA,NA,299.666666666667,331,304.5
"LC08_CU_007013_20180116_20180208_C01_V01_SRB2",385,NA,NA,300,340.333333333333,315.5
"LC08_CU_007013_20180116_20180208_C01_V01_SRB3",481,NA,NA,296.333333333333,356,310.5
"LC08_CU_007013_20180116_20180208_C01_V01_SRB4",283,NA,NA,224.666666666667,274.333333333333,237
"LC08_CU_007013_20180116_20180208_C01_V01_SRB5",159,NA,NA,222.333333333333,259.333333333333,220
"LC08_CU_007013_20180116_20180208_C01_V01_SRB6",143,NA,NA,218,273,226.5
"LC08_CU_007013_20180116_20180208_C01_V01_SRB7",114.5,NA,NA,182,229.333333333333,186.5
"LC08_CU_007013_20180123_20180208_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20180123_20180208_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20180123_20180208_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20180123_20180208_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20180123_20180208_C01_V01_SRB1",218,201,233,22.3333333333333,39.6666666666667,33.5
"LC08_CU_007013_20180123_20180208_C01_V01_SRB2",272.5,209.333333333333,232,83.3333333333333,99.6666666666667,88
"LC08_CU_007013_20180123_20180208_C01_V01_SRB3",434,198,229.5,148.666666666667,174.333333333333,148
"LC08_CU_007013_20180123_20180208_C01_V01_SRB4",212.5,73.3333333333333,88.5,80.6666666666667,109.333333333333,77.5
"LC08_CU_007013_20180123_20180208_C01_V01_SRB5",27,26.3333333333333,21.5,39,66,41
"LC08_CU_007013_20180123_20180208_C01_V01_SRB6",33.5,34.6666666666667,30.5,46.3333333333333,92,50.5
"LC08_CU_007013_20180123_20180208_C01_V01_SRB7",35,31.3333333333333,26,34,80.3333333333333,36
"LC08_CU_007013_20180201_20180222_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20180201_20180222_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20180201_20180222_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20180201_20180222_C01_V01_SRAEROSOLQA",68,NA,NA,89.3333333333333,100,68
"LC08_CU_007013_20180201_20180222_C01_V01_SRB1",354.5,NA,NA,434.666666666667,416.333333333333,414
"LC08_CU_007013_20180201_20180222_C01_V01_SRB2",393.5,NA,NA,433.666666666667,434,418
"LC08_CU_007013_20180201_20180222_C01_V01_SRB3",496.5,NA,NA,421.333333333333,452.666666666667,410
"LC08_CU_007013_20180201_20180222_C01_V01_SRB4",299,NA,NA,349.333333333333,369.333333333333,336.5
"LC08_CU_007013_20180201_20180222_C01_V01_SRB5",185,NA,NA,362,404.333333333333,343
"LC08_CU_007013_20180201_20180222_C01_V01_SRB6",185,NA,NA,395,426.333333333333,362.5
"LC08_CU_007013_20180201_20180222_C01_V01_SRB7",163.5,NA,NA,347,377,316
"LC08_CU_007013_20180208_20180223_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20180208_20180223_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20180208_20180223_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20180208_20180223_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20180208_20180223_C01_V01_SRB1",200.5,254.333333333333,243,14,58,29
"LC08_CU_007013_20180208_20180223_C01_V01_SRB2",214.5,244,228.5,60.6666666666667,105.333333333333,72.5
"LC08_CU_007013_20180208_20180223_C01_V01_SRB3",297,214.333333333333,191.5,93.3333333333333,168,108
"LC08_CU_007013_20180208_20180223_C01_V01_SRB4",132,75.6666666666667,70,46,107.666666666667,62
"LC08_CU_007013_20180208_20180223_C01_V01_SRB5",30,19,13.5,26.3333333333333,74.3333333333333,39
"LC08_CU_007013_20180208_20180223_C01_V01_SRB6",27,17.3333333333333,16,35.3333333333333,98.6666666666667,53
"LC08_CU_007013_20180208_20180223_C01_V01_SRB7",24,13.3333333333333,12,32.6666666666667,88.3333333333333,35.5
"LC08_CU_007013_20180217_20180309_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20180217_20180309_C01_V01_PIXELQA",872,NA,NA,324,836,324
"LC08_CU_007013_20180217_20180309_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20180217_20180309_C01_V01_SRAEROSOLQA",8,NA,NA,153.333333333333,8,164
"LC08_CU_007013_20180217_20180309_C01_V01_SRB1",1117.5,NA,NA,247,647,378
"LC08_CU_007013_20180217_20180309_C01_V01_SRB2",1113,NA,NA,287.666666666667,636.666666666667,405.5
"LC08_CU_007013_20180217_20180309_C01_V01_SRB3",1083.5,NA,NA,300,678.666666666667,508.5
"LC08_CU_007013_20180217_20180309_C01_V01_SRB4",996.5,NA,NA,259.666666666667,632.666666666667,447.5
"LC08_CU_007013_20180217_20180309_C01_V01_SRB5",1087.5,NA,NA,316.666666666667,700.666666666667,493
"LC08_CU_007013_20180217_20180309_C01_V01_SRB6",847.5,NA,NA,321.333333333333,702.333333333333,577
"LC08_CU_007013_20180217_20180309_C01_V01_SRB7",744.5,NA,NA,286.666666666667,583,490.5
"LC08_CU_007013_20180224_20180309_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20180224_20180309_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20180224_20180309_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20180224_20180309_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20180224_20180309_C01_V01_SRB1",156,204.333333333333,183.5,37,83.3333333333333,46
"LC08_CU_007013_20180224_20180309_C01_V01_SRB2",191,228.666666666667,189.5,81,135.333333333333,89
"LC08_CU_007013_20180224_20180309_C01_V01_SRB3",350,230.666666666667,173,128.333333333333,195.333333333333,131.5
"LC08_CU_007013_20180224_20180309_C01_V01_SRB4",148,83.6666666666667,56,72,129,70.5
"LC08_CU_007013_20180224_20180309_C01_V01_SRB5",14,20.3333333333333,4,46.6666666666667,107.333333333333,49.5
"LC08_CU_007013_20180224_20180309_C01_V01_SRB6",26.5,34,21.5,54.6666666666667,124.333333333333,56.5
"LC08_CU_007013_20180224_20180309_C01_V01_SRB7",26,27.6666666666667,20.5,42,100.333333333333,39
