"","B1","P1","P4","S1","S2","S5"
"LC08_CU_007013_20170221_20171018_C01_V01_SRB5",5.5,NA,NA,4.33333333333333,41.3333333333333,6
"LC08_CU_007013_20170221_20171018_C01_V01_SRB6",5,5,1.5,16.6666666666667,65.3333333333333,19.5
"LC08_CU_007013_20170221_20171018_C01_V01_SRB7",7,2.66666666666667,4.5,16,59.6666666666667,16
"LC08_CU_007013_20170302_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170302_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170302_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170302_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170302_20171020_C01_V01_SRB1",290,NA,NA,212.666666666667,236.666666666667,217.5
"LC08_CU_007013_20170302_20171020_C01_V01_SRB2",313,NA,NA,198.333333333333,228.333333333333,205
"LC08_CU_007013_20170302_20171020_C01_V01_SRB3",474.5,NA,NA,208,246.333333333333,207.5
"LC08_CU_007013_20170302_20171020_C01_V01_SRB4",371,NA,NA,114,148.333333333333,117
"LC08_CU_007013_20170302_20171020_C01_V01_SRB5",83,NA,NA,69,103.333333333333,72
"LC08_CU_007013_20170302_20171020_C01_V01_SRB6",31,NA,NA,41.3333333333333,92.3333333333333,48.5
"LC08_CU_007013_20170302_20171020_C01_V01_SRB7",21.5,NA,NA,30.3333333333333,78.3333333333333,33.5
"LC08_CU_007013_20170309_20180126_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170309_20180126_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170309_20180126_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170309_20180126_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170309_20180126_C01_V01_SRB1",183,169.666666666667,194.5,NA,49.6666666666667,NA
"LC08_CU_007013_20170309_20180126_C01_V01_SRB2",226,153.333333333333,185.5,34,99.6666666666667,33.5
"LC08_CU_007013_20170309_20180126_C01_V01_SRB3",445,129.333333333333,210,99.6666666666667,187.666666666667,99.5
"LC08_CU_007013_20170309_20180126_C01_V01_SRB4",339.5,27.3333333333333,64.5,44.3333333333333,118,46.5
"LC08_CU_007013_20170309_20180126_C01_V01_SRB5",38.5,2.66666666666667,12.5,25.3333333333333,91.6666666666667,29.5
"LC08_CU_007013_20170309_20180126_C01_V01_SRB6",14,10,9,31,90.3333333333333,36
"LC08_CU_007013_20170309_20180126_C01_V01_SRB7",14.5,9.33333333333333,9.5,22.6666666666667,78.6666666666667,29
"LC08_CU_007013_20170318_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170318_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170318_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170318_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,78.6666666666667,68,68
"LC08_CU_007013_20170318_20171020_C01_V01_SRB1",316.5,NA,NA,284,299,264.5
"LC08_CU_007013_20170318_20171020_C01_V01_SRB2",338,NA,NA,276.666666666667,293,250
"LC08_CU_007013_20170318_20171020_C01_V01_SRB3",502.5,NA,NA,293.333333333333,322,249
"LC08_CU_007013_20170318_20171020_C01_V01_SRB4",353,NA,NA,207.666666666667,222.333333333333,158
"LC08_CU_007013_20170318_20171020_C01_V01_SRB5",174,NA,NA,207.666666666667,210,131
"LC08_CU_007013_20170318_20171020_C01_V01_SRB6",122.5,NA,NA,172.666666666667,210,124
"LC08_CU_007013_20170318_20171020_C01_V01_SRB7",101,NA,NA,140.666666666667,168.666666666667,94.5
"LC08_CU_007013_20170325_20171018_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170325_20171018_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170325_20171018_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170325_20171018_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170325_20171018_C01_V01_SRB1",174.5,173.333333333333,179,83,135.333333333333,80.5
"LC08_CU_007013_20170325_20171018_C01_V01_SRB2",182,164,167,115.333333333333,169.333333333333,118
"LC08_CU_007013_20170325_20171018_C01_V01_SRB3",407.5,242.333333333333,218.5,164.333333333333,243.333333333333,171
"LC08_CU_007013_20170325_20171018_C01_V01_SRB4",197.5,82.3333333333333,73,106.666666666667,191.333333333333,109
"LC08_CU_007013_20170325_20171018_C01_V01_SRB5",68.5,24,20.5,83.3333333333333,174,85.5
"LC08_CU_007013_20170325_20171018_C01_V01_SRB6",24,22,15.5,57.3333333333333,142.333333333333,58.5
"LC08_CU_007013_20170325_20171018_C01_V01_SRB7",22,21,16,38,116.666666666667,38
"LC08_CU_007013_20170403_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170403_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170403_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170403_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,100,68
"LC08_CU_007013_20170403_20171020_C01_V01_SRB1",268,NA,NA,345.666666666667,377,374.5
"LC08_CU_007013_20170403_20171020_C01_V01_SRB2",284.5,NA,NA,330,384.666666666667,369
"LC08_CU_007013_20170403_20171020_C01_V01_SRB3",391.5,NA,NA,342.666666666667,438.666666666667,362.5
"LC08_CU_007013_20170403_20171020_C01_V01_SRB4",293,NA,NA,260.333333333333,354,283
"LC08_CU_007013_20170403_20171020_C01_V01_SRB5",133,NA,NA,249.333333333333,379,284.5
"LC08_CU_007013_20170403_20171020_C01_V01_SRB6",76.5,NA,NA,205,364,218
"LC08_CU_007013_20170403_20171020_C01_V01_SRB7",58.5,NA,NA,168.333333333333,306.666666666667,181
"LC08_CU_007013_20170410_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170410_20171020_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170410_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170410_20171020_C01_V01_SRAEROSOLQA",132,132,132,68,89.3333333333333,68
"LC08_CU_007013_20170410_20171020_C01_V01_SRB1",186.5,137,152.5,162.333333333333,200.333333333333,181.5
"LC08_CU_007013_20170410_20171020_C01_V01_SRB2",212,146.666666666667,155,213.333333333333,253,227
"LC08_CU_007013_20170410_20171020_C01_V01_SRB3",344.5,198.666666666667,206,299,352,313
"LC08_CU_007013_20170410_20171020_C01_V01_SRB4",264.5,75.6666666666667,71.5,230,278,243
"LC08_CU_007013_20170410_20171020_C01_V01_SRB5",162.5,41.3333333333333,34,235.333333333333,286.666666666667,250
"LC08_CU_007013_20170410_20171020_C01_V01_SRB6",141,52.3333333333333,43,202.333333333333,277.666666666667,215
"LC08_CU_007013_20170410_20171020_C01_V01_SRB7",121,45.3333333333333,40,160.666666666667,227.666666666667,170
"LC08_CU_007013_20170426_20171018_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170426_20171018_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170426_20171018_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170426_20171018_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170426_20171018_C01_V01_SRB1",121.5,163.666666666667,183.5,192,222.333333333333,208.5
"LC08_CU_007013_20170426_20171018_C01_V01_SRB2",126.5,157.333333333333,175,244,281.666666666667,264.5
"LC08_CU_007013_20170426_20171018_C01_V01_SRB3",182,167.333333333333,182,346.666666666667,386,346
"LC08_CU_007013_20170426_20171018_C01_V01_SRB4",109,55.6666666666667,73,280,307.333333333333,276
"LC08_CU_007013_20170426_20171018_C01_V01_SRB5",19,9.33333333333333,31,273,293.333333333333,259.5
"LC08_CU_007013_20170426_20171018_C01_V01_SRB6",26.5,19,36,284.333333333333,327.666666666667,271.5
"LC08_CU_007013_20170426_20171018_C01_V01_SRB7",26,21.6666666666667,38,244.666666666667,289,232.5
"LC08_CU_007013_20170505_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170505_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170505_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170505_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170505_20171020_C01_V01_SRB1",279,NA,NA,288.666666666667,381.333333333333,354.5
"LC08_CU_007013_20170505_20171020_C01_V01_SRB2",318.5,NA,NA,293.333333333333,400.666666666667,368
"LC08_CU_007013_20170505_20171020_C01_V01_SRB3",513.5,NA,NA,335,450,409
"LC08_CU_007013_20170505_20171020_C01_V01_SRB4",316.5,NA,NA,215.333333333333,334,298.5
"LC08_CU_007013_20170505_20171020_C01_V01_SRB5",154,NA,NA,141.666666666667,278,230
"LC08_CU_007013_20170505_20171020_C01_V01_SRB6",73.5,NA,NA,108,251,195
"LC08_CU_007013_20170505_20171020_C01_V01_SRB7",55,NA,NA,87,215,161.5
"LC08_CU_007013_20170512_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170512_20171020_C01_V01_PIXELQA",324,324,324,352,324,324
"LC08_CU_007013_20170512_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170512_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,100,100
"LC08_CU_007013_20170512_20171020_C01_V01_SRB1",260,278.666666666667,366,620.333333333333,284.666666666667,360
"LC08_CU_007013_20170512_20171020_C01_V01_SRB2",294,262.666666666667,367,695,354.333333333333,407.5
"LC08_CU_007013_20170512_20171020_C01_V01_SRB3",491.5,268,375.5,878.666666666667,495.666666666667,549
"LC08_CU_007013_20170512_20171020_C01_V01_SRB4",283.5,151.333333333333,264.5,819.333333333333,436.666666666667,485
"LC08_CU_007013_20170512_20171020_C01_V01_SRB5",126,110.333333333333,219,832,492,529
"LC08_CU_007013_20170512_20171020_C01_V01_SRB6",78.5,102,212,851.666666666667,506.666666666667,490
"LC08_CU_007013_20170512_20171020_C01_V01_SRB7",71.5,95,184.5,717.333333333333,439.666666666667,435.5
"LC08_CU_007013_20170521_20171018_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170521_20171018_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170521_20171018_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170521_20171018_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170521_20171018_C01_V01_SRB1",281.5,NA,NA,212.333333333333,361,353
"LC08_CU_007013_20170521_20171018_C01_V01_SRB2",322.5,NA,NA,204.666666666667,371.333333333333,355.5
"LC08_CU_007013_20170521_20171018_C01_V01_SRB3",530,NA,NA,255.666666666667,436.666666666667,417.5
"LC08_CU_007013_20170521_20171018_C01_V01_SRB4",325,NA,NA,140.666666666667,329.666666666667,314.5
"LC08_CU_007013_20170521_20171018_C01_V01_SRB5",172.5,NA,NA,58.6666666666667,250.666666666667,237.5
"LC08_CU_007013_20170521_20171018_C01_V01_SRB6",110.5,NA,NA,45,249.333333333333,211.5
"LC08_CU_007013_20170521_20171018_C01_V01_SRB7",97,NA,NA,37,219,184
"LC08_CU_007013_20170528_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170528_20171020_C01_V01_PIXELQA",324,324,324,328,333.333333333333,352
"LC08_CU_007013_20170528_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170528_20171020_C01_V01_SRAEROSOLQA",68,68,68,80,68,80
"LC08_CU_007013_20170528_20171020_C01_V01_SRB1",325,383,518,210,551.333333333333,499.5
"LC08_CU_007013_20170528_20171020_C01_V01_SRB2",369.5,390,531.5,239.666666666667,627.333333333333,555
"LC08_CU_007013_20170528_20171020_C01_V01_SRB3",637.5,401,572.5,369,760.333333333333,711
"LC08_CU_007013_20170528_20171020_C01_V01_SRB4",380,276.333333333333,443.5,277.333333333333,673,621
"LC08_CU_007013_20170528_20171020_C01_V01_SRB5",206,237.333333333333,383,201.333333333333,650.666666666667,569
"LC08_CU_007013_20170528_20171020_C01_V01_SRB6",101,193.333333333333,337,192.333333333333,606.666666666667,550
"LC08_CU_007013_20170528_20171020_C01_V01_SRB7",100.5,150.333333333333,289.5,155,525.666666666667,468
"LC08_CU_007013_20170606_20171018_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170606_20171018_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170606_20171018_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170606_20171018_C01_V01_SRAEROSOLQA",68,NA,NA,68,100,68
"LC08_CU_007013_20170606_20171018_C01_V01_SRB1",440,NA,NA,432.666666666667,540.666666666667,593
"LC08_CU_007013_20170606_20171018_C01_V01_SRB2",506.5,NA,NA,453,578,612
"LC08_CU_007013_20170606_20171018_C01_V01_SRB3",802,NA,NA,556.333333333333,694,735
"LC08_CU_007013_20170606_20171018_C01_V01_SRB4",563,NA,NA,451.666666666667,634,655.5
"LC08_CU_007013_20170606_20171018_C01_V01_SRB5",310,NA,NA,432.333333333333,659.666666666667,660
"LC08_CU_007013_20170606_20171018_C01_V01_SRB6",188,NA,NA,418,620,636
"LC08_CU_007013_20170606_20171018_C01_V01_SRB7",155,NA,NA,362.666666666667,539,541.5
"LC08_CU_007013_20170613_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170613_20171020_C01_V01_PIXELQA",324,324,324,324,324,323
"LC08_CU_007013_20170613_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170613_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170613_20171020_C01_V01_SRB1",227.5,262.333333333333,278,124.666666666667,134,842
"LC08_CU_007013_20170613_20171020_C01_V01_SRB2",232.5,260.666666666667,277.5,164,173.333333333333,801
"LC08_CU_007013_20170613_20171020_C01_V01_SRB3",281.5,266.333333333333,305.5,282.333333333333,293,873.5
"LC08_CU_007013_20170613_20171020_C01_V01_SRB4",183.5,131.666666666667,143,189.666666666667,196.333333333333,875.5
"LC08_CU_007013_20170613_20171020_C01_V01_SRB5",54.5,68.6666666666667,68,112.666666666667,125.333333333333,822.5
"LC08_CU_007013_20170613_20171020_C01_V01_SRB6",39,54.6666666666667,54,100,145.333333333333,741.5
"LC08_CU_007013_20170613_20171020_C01_V01_SRB7",29.5,45,48.5,83,117.666666666667,647
"LC08_CU_007013_20170622_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170622_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170622_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170622_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170622_20171020_C01_V01_SRB1",218,NA,NA,343,348.333333333333,333
"LC08_CU_007013_20170622_20171020_C01_V01_SRB2",224,NA,NA,349.666666666667,355,343
"LC08_CU_007013_20170622_20171020_C01_V01_SRB3",271,NA,NA,451.666666666667,458.666666666667,439
"LC08_CU_007013_20170622_20171020_C01_V01_SRB4",188.5,NA,NA,313,326.666666666667,301
"LC08_CU_007013_20170622_20171020_C01_V01_SRB5",104.5,NA,NA,199,215,187
"LC08_CU_007013_20170622_20171020_C01_V01_SRB6",81.5,NA,NA,158.333333333333,186,138.5
"LC08_CU_007013_20170622_20171020_C01_V01_SRB7",69,NA,NA,123.333333333333,154,108
"LC08_CU_007013_20170629_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170629_20171020_C01_V01_PIXELQA",324,324,324,323.333333333333,324,324
"LC08_CU_007013_20170629_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170629_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170629_20171020_C01_V01_SRB1",519,312.666666666667,431.5,845.666666666667,524.333333333333,740
"LC08_CU_007013_20170629_20171020_C01_V01_SRB2",533,318.666666666667,449,942,583,828.5
"LC08_CU_007013_20170629_20171020_C01_V01_SRB3",605.5,356.333333333333,513.5,1104,720.333333333333,1002.5
"LC08_CU_007013_20170629_20171020_C01_V01_SRB4",546,147,289,1070,657.333333333333,953
"LC08_CU_007013_20170629_20171020_C01_V01_SRB5",462.5,54.3333333333333,224,1029.66666666667,597.666666666667,891.5
"LC08_CU_007013_20170629_20171020_C01_V01_SRB6",419,34,172,950.666666666667,578,833
"LC08_CU_007013_20170629_20171020_C01_V01_SRB7",367.5,30.6666666666667,135.5,823.666666666667,504.666666666667,718
"LC08_CU_007013_20170708_20171018_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170708_20171018_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170708_20171018_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170708_20171018_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170708_20171018_C01_V01_SRB1",344,NA,NA,380.333333333333,398.333333333333,370.5
"LC08_CU_007013_20170708_20171018_C01_V01_SRB2",336.5,NA,NA,393.666666666667,410.333333333333,374.5
"LC08_CU_007013_20170708_20171018_C01_V01_SRB3",372,NA,NA,457.666666666667,472.333333333333,430.5
"LC08_CU_007013_20170708_20171018_C01_V01_SRB4",263,NA,NA,316,341.333333333333,297
"LC08_CU_007013_20170708_20171018_C01_V01_SRB5",160,NA,NA,215.333333333333,251.666666666667,198
"LC08_CU_007013_20170708_20171018_C01_V01_SRB6",95,NA,NA,163.333333333333,210.666666666667,149
"LC08_CU_007013_20170708_20171018_C01_V01_SRB7",71,NA,NA,124.333333333333,170.666666666667,109
"LC08_CU_007013_20170715_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170715_20171020_C01_V01_PIXELQA",324,324,324,324,342.666666666667,480
"LC08_CU_007013_20170715_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170715_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,8
"LC08_CU_007013_20170715_20171020_C01_V01_SRB1",622.5,420,424,181.333333333333,600.333333333333,722
"LC08_CU_007013_20170715_20171020_C01_V01_SRB2",647,434.333333333333,443.5,232.666666666667,690.666666666667,791
"LC08_CU_007013_20170715_20171020_C01_V01_SRB3",728,481.666666666667,488.5,346.333333333333,849.333333333333,961
"LC08_CU_007013_20170715_20171020_C01_V01_SRB4",667,289.666666666667,289.5,229,781.666666666667,901.5
"LC08_CU_007013_20170715_20171020_C01_V01_SRB5",617.5,210,215.5,155,740,865.5
"LC08_CU_007013_20170715_20171020_C01_V01_SRB6",555,178,177.5,130,733.333333333333,801.5
"LC08_CU_007013_20170715_20171020_C01_V01_SRB7",448,141.333333333333,142,106,576.666666666667,652
"LC08_CU_007013_20170731_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170731_20171020_C01_V01_PIXELQA",328,480,401,480,480,480
"LC08_CU_007013_20170731_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170731_20171020_C01_V01_SRAEROSOLQA",144,8,224,8,8,8
"LC08_CU_007013_20170731_20171020_C01_V01_SRB1",173,1721.66666666667,824,2063.33333333333,1652,1808.5
"LC08_CU_007013_20170731_20171020_C01_V01_SRB2",180.5,1722.66666666667,1013,2130.66666666667,1717.66666666667,1867.5
"LC08_CU_007013_20170731_20171020_C01_V01_SRB3",344,1915,1353.5,2350,1909.33333333333,2076
"LC08_CU_007013_20170731_20171020_C01_V01_SRB4",191,1958,1382.5,2526.33333333333,2055.33333333333,2248
"LC08_CU_007013_20170731_20171020_C01_V01_SRB5",128.5,2267,1754,3173.66666666667,2646.33333333333,2872
"LC08_CU_007013_20170731_20171020_C01_V01_SRB6",229,2554.33333333333,2187,3329.66666666667,2790.33333333333,2951.5
"LC08_CU_007013_20170731_20171020_C01_V01_SRB7",213,2305,1939,3009.66666666667,2411,2591
"LC08_CU_007013_20170809_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170809_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170809_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170809_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170809_20171020_C01_V01_SRB1",152,NA,NA,185,222,195
"LC08_CU_007013_20170809_20171020_C01_V01_SRB2",151,NA,NA,183,217.333333333333,190
"LC08_CU_007013_20170809_20171020_C01_V01_SRB3",166.5,NA,NA,261,291.666666666667,273
"LC08_CU_007013_20170809_20171020_C01_V01_SRB4",76,NA,NA,162,200.333333333333,169
"LC08_CU_007013_20170809_20171020_C01_V01_SRB5",29.5,NA,NA,55,105.333333333333,67
"LC08_CU_007013_20170809_20171020_C01_V01_SRB6",24.5,NA,NA,43.6666666666667,104.333333333333,52
"LC08_CU_007013_20170809_20171020_C01_V01_SRB7",20,NA,NA,39.3333333333333,96,42.5
"LC08_CU_007013_20170816_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170816_20171020_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170816_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170816_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170816_20171020_C01_V01_SRB1",170.5,418.333333333333,351.5,76,437.333333333333,419.5
"LC08_CU_007013_20170816_20171020_C01_V01_SRB2",150.5,414.333333333333,342.5,113,487,483.5
"LC08_CU_007013_20170816_20171020_C01_V01_SRB3",158.5,419.333333333333,336.5,218.333333333333,627,593.5
"LC08_CU_007013_20170816_20171020_C01_V01_SRB4",73,295.333333333333,210.5,146,590,543.5
"LC08_CU_007013_20170816_20171020_C01_V01_SRB5",27.5,246.666666666667,165.5,78,516.666666666667,480
"LC08_CU_007013_20170816_20171020_C01_V01_SRB6",29.5,222,145.5,76.6666666666667,514.666666666667,462.5
"LC08_CU_007013_20170816_20171020_C01_V01_SRB7",27,193,128,65,445.333333333333,392.5
"LC08_CU_007013_20170825_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170825_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170825_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170825_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170825_20171020_C01_V01_SRB1",205.5,NA,NA,225,248,227
"LC08_CU_007013_20170825_20171020_C01_V01_SRB2",193.5,NA,NA,211.333333333333,233.666666666667,213
"LC08_CU_007013_20170825_20171020_C01_V01_SRB3",209.5,NA,NA,265.333333333333,290.333333333333,267
"LC08_CU_007013_20170825_20171020_C01_V01_SRB4",106.5,NA,NA,157,189.333333333333,156.5
"LC08_CU_007013_20170825_20171020_C01_V01_SRB5",40.5,NA,NA,60,101,60
"LC08_CU_007013_20170825_20171020_C01_V01_SRB6",20.5,NA,NA,39.6666666666667,98,43.5
"LC08_CU_007013_20170825_20171020_C01_V01_SRB7",20,NA,NA,34,87.6666666666667,35.5
"LC08_CU_007013_20170901_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170901_20171020_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170901_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170901_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170901_20171020_C01_V01_SRB1",315,385,345,159,224.333333333333,210.5
"LC08_CU_007013_20170901_20171020_C01_V01_SRB2",308.5,371.333333333333,327.5,206.333333333333,263.666666666667,256.5
"LC08_CU_007013_20170901_20171020_C01_V01_SRB3",384,341,287,341.333333333333,381,392
"LC08_CU_007013_20170901_20171020_C01_V01_SRB4",220,214.666666666667,156,223.333333333333,278,278.5
"LC08_CU_007013_20170901_20171020_C01_V01_SRB5",104,148.333333333333,85.5,126.666666666667,187.666666666667,181
"LC08_CU_007013_20170901_20171020_C01_V01_SRB6",51,100.666666666667,43,71,136.666666666667,121.5
"LC08_CU_007013_20170901_20171020_C01_V01_SRB7",37,82.6666666666667,32,53.6666666666667,112.333333333333,95.5
"LC08_CU_007013_20170910_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170910_20171020_C01_V01_PIXELQA",324,NA,NA,324,324,324
"LC08_CU_007013_20170910_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170910_20171020_C01_V01_SRAEROSOLQA",68,NA,NA,68,68,68
"LC08_CU_007013_20170910_20171020_C01_V01_SRB1",266.5,NA,NA,275,322.666666666667,301
"LC08_CU_007013_20170910_20171020_C01_V01_SRB2",253.5,NA,NA,266.333333333333,318.333333333333,300.5
"LC08_CU_007013_20170910_20171020_C01_V01_SRB3",279,NA,NA,338,389,375.5
"LC08_CU_007013_20170910_20171020_C01_V01_SRB4",161,NA,NA,204,269.666666666667,241
"LC08_CU_007013_20170910_20171020_C01_V01_SRB5",80,NA,NA,97.3333333333333,173.333333333333,140
"LC08_CU_007013_20170910_20171020_C01_V01_SRB6",36,NA,NA,46.6666666666667,135.666666666667,77
"LC08_CU_007013_20170910_20171020_C01_V01_SRB7",19.5,NA,NA,32.3333333333333,113.333333333333,56
"LC08_CU_007013_20170917_20171020_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LC08_CU_007013_20170917_20171020_C01_V01_PIXELQA",324,324,324,324,324,324
"LC08_CU_007013_20170917_20171020_C01_V01_RADSATQA",0,0,0,0,0,0
"LC08_CU_007013_20170917_20171020_C01_V01_SRAEROSOLQA",68,68,68,68,68,68
"LC08_CU_007013_20170917_20171020_C01_V01_SRB1",240,266.666666666667,359.5,102,124,118.5
"LC08_CU_007013_20170917_20171020_C01_V01_SRB2",219.5,242,344,138.666666666667,162,154.5
"LC08_CU_007013_20170917_20171020_C01_V01_SRB3",260.5,221.333333333333,298.5,248.333333333333,271.666666666667,266
"LC08_CU_007013_20170917_20171020_C01_V01_SRB4",152,112,184,165.333333333333,191.333333333333,182
"LC08_CU_007013_20170917_20171020_C01_V01_SRB5",81.5,48,117,85.3333333333333,109.666666666667,103.5
"LC08_CU_007013_20170917_20171020_C01_V01_SRB6",58,30.3333333333333,46,59,108,77
"LC08_CU_007013_20170917_20171020_C01_V01_SRB7",45.5,23,38.5,43.6666666666667,89.3333333333333,55
"LC08_CU_007013_20170926_20171020_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LC08_CU_007013_20170926_20171020_C01_V01_PIXELQA",992,NA,NA,992,992,992
"LC08_CU_007013_20170926_20171020_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LC08_CU_007013_20170926_20171020_C01_V01_SRAEROSOLQA",8,NA,NA,8,8,8
"LC08_CU_007013_20170926_20171020_C01_V01_SRB1",6573,NA,NA,5148.33333333333,4631.66666666667,4754
