"","Date","Site","Sat","LINEAGEQA","PIXELQA","RADSATQA","SRAEROSOLQA","SRATMOSOPACITYQA","SRB1","SRB2","SRB3","SRB4","SRB5","SRB6","SRB7","SRCLOUDQA","SatDate"
"1758",2016-05-09,"S2",8,2,324,0,68,NA,240.333333333333,310.333333333333,216,203.333333333333,225,225,189.333333333333,NA,2016-05-09
"1759",2016-05-10,"S2",7,2,68,0,NA,8,346.666666666667,341,266.666666666667,293.666666666667,269,NA,197.666666666667,29.3333333333333,2016-05-10
"1760",2016-05-25,"S2",8,2,437.333333333333,0,32,NA,1093.33333333333,1255.33333333333,1247.33333333333,1287.66666666667,1241.33333333333,1241.33333333333,1075.66666666667,NA,2016-05-25
"1761",2016-06-03,"S2",8,2,324,0,68,NA,322.666666666667,330.333333333333,205.333333333333,153,133.666666666667,133.666666666667,117.666666666667,NA,2016-06-03
"1762",2016-06-19,"S2",8,2,324,0,68,NA,309.333333333333,322.333333333333,196,136.333333333333,124.333333333333,124.333333333333,113.666666666667,NA,2016-06-19
"1763",2016-07-04,"S2",7,2,96,0,NA,8,864,1007,915.333333333333,861.333333333333,848,NA,711.333333333333,40,2016-07-04
"1764",2016-07-05,"S2",8,2,324,0,68,NA,299.666666666667,362,201.333333333333,122,127.666666666667,127.666666666667,114.333333333333,NA,2016-07-05
"1765",2016-07-12,"S2",8,2,324,0,68,NA,527.666666666667,707.333333333333,553.333333333333,484.333333333333,490,490,424.666666666667,NA,2016-07-12
"1766",2016-07-13,"S2",7,2,68,0,NA,8,320,387.5,254.5,196,134.5,NA,107.5,21.3333333333333,2016-07-13
"1767",2016-07-21,"S2",8,2,324,0,68,NA,278.666666666667,408,232,128.333333333333,119,119,103.666666666667,NA,2016-07-21
"1768",2016-08-29,"S2",8,2,324,0,68,NA,381.333333333333,508,420.333333333333,363,385.333333333333,385.333333333333,333.666666666667,NA,2016-08-29
"1769",2016-09-06,"S2",7,2,68,0,NA,8,277.333333333333,325.666666666667,261.666666666667,192.333333333333,134,NA,132,40,2016-09-06
"1770",2016-09-14,"S2",8,2,324,0,68,NA,164,264.333333333333,189.333333333333,137.666666666667,166,166,141.333333333333,NA,2016-09-14
"1771",2016-09-15,"S2",7,2,68,0,NA,8,382,402,354,375,302,NA,215,2.66666666666667,2016-09-15
"1772",2016-10-09,"S2",8,2,324,0,68,NA,255,244.333333333333,165,119.333333333333,124,124,107.333333333333,NA,2016-10-09
"1773",2016-11-10,"S2",8,2,324,0,68,NA,272.333333333333,258.333333333333,178.333333333333,126,127.666666666667,127.666666666667,117,NA,2016-11-10
"1774",2016-11-18,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-11-18
"1775",2016-12-03,"S2",8,2,324,0,68,NA,104.666666666667,177.666666666667,126.666666666667,90,105,105,96,NA,2016-12-03
"1776",2016-12-19,"S2",8,2,324,0,68,NA,112.666666666667,185.666666666667,126.333333333333,84,116.333333333333,116.333333333333,95.6666666666667,NA,2016-12-19
"1777",2017-01-04,"S2",8,2,324,0,68,NA,31.6666666666667,102,43,28,71.6666666666667,71.6666666666667,68.3333333333333,NA,2017-01-04
"1778",2017-02-05,"S2",8,2,324,0,68,NA,79,174,114.666666666667,93,93.6666666666667,93.6666666666667,85,NA,2017-02-05
"1779",2017-02-21,"S2",8,2,324,0,68,NA,36.6666666666667,144,67.6666666666667,41.3333333333333,65.3333333333333,65.3333333333333,59.6666666666667,NA,2017-02-21
"1780",2017-03-01,"S2",7,2,68,0,NA,9,209.666666666667,311.333333333333,213.333333333333,214.666666666667,147.333333333333,NA,125.333333333333,32,2017-03-01
"1781",2017-03-02,"S2",8,2,324,0,68,NA,228.333333333333,246.333333333333,148.333333333333,103.333333333333,92.3333333333333,92.3333333333333,78.3333333333333,NA,2017-03-02
"1782",2017-03-09,"S2",8,2,324,0,68,NA,99.6666666666667,187.666666666667,118,91.6666666666667,90.3333333333333,90.3333333333333,78.6666666666667,NA,2017-03-09
"1783",2017-03-10,"S2",7,2,68,0,NA,9,305.333333333333,313.666666666667,244,219,150.333333333333,NA,94.6666666666667,40,2017-03-10
"1784",2017-03-18,"S2",8,2,324,0,68,NA,293,322,222.333333333333,210,210,210,168.666666666667,NA,2017-03-18
"1785",2017-03-25,"S2",8,2,324,0,68,NA,169.333333333333,243.333333333333,191.333333333333,174,142.333333333333,142.333333333333,116.666666666667,NA,2017-03-25
"1786",2017-04-02,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-02
"1787",2017-04-03,"S2",8,2,324,0,100,NA,384.666666666667,438.666666666667,354,379,364,364,306.666666666667,NA,2017-04-03
"1788",2017-04-10,"S2",8,2,324,0,89.3333333333333,NA,253,352,278,286.666666666667,277.666666666667,277.666666666667,227.666666666667,NA,2017-04-10
"1789",2017-04-11,"S2",7,2,224,0,NA,228,1042,1162.66666666667,1201,1478.66666666667,1170.33333333333,NA,970.333333333333,4,2017-04-11
"1790",2017-04-18,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-18
"1791",2017-04-26,"S2",8,2,324,0,68,NA,281.666666666667,386,307.333333333333,293.333333333333,327.666666666667,327.666666666667,289,NA,2017-04-26
"1792",2017-04-27,"S2",7,2,68,0,NA,12,489.333333333333,519.333333333333,520.333333333333,578,560,NA,457.333333333333,2,2017-04-27
"1793",2017-05-04,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-05-04
"1794",2017-05-05,"S2",8,2,324,0,68,NA,400.666666666667,450,334,278,251,251,215,NA,2017-05-05
"1795",2017-05-12,"S2",8,2,324,0,100,NA,354.333333333333,495.666666666667,436.666666666667,492,506.666666666667,506.666666666667,439.666666666667,NA,2017-05-12
"1796",2017-05-21,"S2",8,2,324,0,68,NA,371.333333333333,436.666666666667,329.666666666667,250.666666666667,249.333333333333,249.333333333333,219,NA,2017-05-21
"1797",2017-05-28,"S2",8,2,333.333333333333,0,68,NA,627.333333333333,760.333333333333,673,650.666666666667,606.666666666667,606.666666666667,525.666666666667,NA,2017-05-28
"1798",2017-05-29,"S2",7,2,68,0,NA,8,366.333333333333,418,371.333333333333,345,266,NA,217.333333333333,29.3333333333333,2017-05-29
"1799",2017-06-05,"S2",7,2,68,0,NA,8,313,412.5,306,274,214.5,NA,148,24,2017-06-05
"1800",2017-06-06,"S2",8,2,324,0,100,NA,578,694,634,659.666666666667,620,620,539,NA,2017-06-06
"1801",2017-06-13,"S2",8,2,324,0,68,NA,173.333333333333,293,196.333333333333,125.333333333333,145.333333333333,145.333333333333,117.666666666667,NA,2017-06-13
"1802",2017-06-14,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-14
"1803",2017-06-21,"S2",7,2,68,0,NA,8,519,611.666666666667,518.666666666667,408.333333333333,247.333333333333,NA,156.333333333333,40,2017-06-21
"1804",2017-06-22,"S2",8,2,324,0,68,NA,355,458.666666666667,326.666666666667,215,186,186,154,NA,2017-06-22
"1805",2017-06-29,"S2",8,2,324,0,68,NA,583,720.333333333333,657.333333333333,597.666666666667,578,578,504.666666666667,NA,2017-06-29
"1806",2017-06-30,"S2",7,2,68,0,NA,9,262.666666666667,299.333333333333,243.666666666667,213.333333333333,170,NA,169,40,2017-06-30
"1807",2017-07-07,"S2",7,2,96,0,NA,8,1287.66666666667,1519,1592.33333333333,1555.33333333333,1486,NA,1277.33333333333,40,2017-07-07
"1808",2017-07-08,"S2",8,2,324,0,68,NA,410.333333333333,472.333333333333,341.333333333333,251.666666666667,210.666666666667,210.666666666667,170.666666666667,NA,2017-07-08
"1809",2017-07-15,"S2",8,2,342.666666666667,0,68,NA,690.666666666667,849.333333333333,781.666666666667,740,733.333333333333,733.333333333333,576.666666666667,NA,2017-07-15
"1810",2017-07-16,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-07-16
"1811",2017-07-23,"S2",7,2,224,0,NA,8,2615,2764.66666666667,2908.33333333333,3188.66666666667,1992.66666666667,NA,1639.33333333333,2,2017-07-23
"1812",2017-07-31,"S2",8,2,480,0,8,NA,1717.66666666667,1909.33333333333,2055.33333333333,2646.33333333333,2790.33333333333,2790.33333333333,2411,NA,2017-07-31
"1813",2017-08-01,"S2",7,2,224,10,NA,85,20000,3762,20000,4651,4323,NA,3928,11.3333333333333,2017-08-01
"1814",2017-08-08,"S2",7,2,68,0,NA,8,216.666666666667,322,267,201.333333333333,140.666666666667,NA,102,40,2017-08-08
"1815",2017-08-09,"S2",8,2,324,0,68,NA,217.333333333333,291.666666666667,200.333333333333,105.333333333333,104.333333333333,104.333333333333,96,NA,2017-08-09
"1816",2017-08-16,"S2",8,2,324,0,68,NA,487,627,590,516.666666666667,514.666666666667,514.666666666667,445.333333333333,NA,2017-08-16
"1817",2017-08-17,"S2",7,2,68,0,NA,8,240,299,231.333333333333,193,120.666666666667,NA,103.666666666667,40,2017-08-17
"1818",2017-08-24,"S2",7,2,68,0,NA,8,293.333333333333,376,301,286.333333333333,236.333333333333,NA,162.333333333333,40,2017-08-24
"1819",2017-08-25,"S2",8,2,324,0,68,NA,233.666666666667,290.333333333333,189.333333333333,101,98,98,87.6666666666667,NA,2017-08-25
"1820",2017-09-01,"S2",8,2,324,0,68,NA,263.666666666667,381,278,187.666666666667,136.666666666667,136.666666666667,112.333333333333,NA,2017-09-01
"1821",2017-09-02,"S2",7,2,68,0,NA,27.6666666666667,468.333333333333,490.666666666667,413.666666666667,389.666666666667,240.333333333333,NA,188,40,2017-09-02
"1822",2017-09-09,"S2",7,2,96,0,NA,186,619,687,597,552.333333333333,304.666666666667,NA,223.666666666667,32,2017-09-09
"1823",2017-09-10,"S2",8,2,324,0,68,NA,318.333333333333,389,269.666666666667,173.333333333333,135.666666666667,135.666666666667,113.333333333333,NA,2017-09-10
"1824",2017-09-17,"S2",8,2,324,0,68,NA,162,271.666666666667,191.333333333333,109.666666666667,108,108,89.3333333333333,NA,2017-09-17
"1825",2017-09-25,"S2",7,2,68,0,NA,8,217,279,206.666666666667,189,132.666666666667,NA,95.3333333333333,32,2017-09-25
"1826",2017-09-26,"S2",8,2,992,0,8,NA,4645.66666666667,4661,4711.33333333333,4987.33333333333,1885.66666666667,1885.66666666667,2025,NA,2017-09-26
"1827",2017-10-03,"S2",8,2,324,0,68,NA,169.666666666667,241.333333333333,194,140,142,142,123.333333333333,NA,2017-10-03
"1828",2017-10-04,"S2",7,2,68,0,NA,8,302,306.333333333333,239.666666666667,237,124.666666666667,NA,123,40,2017-10-04
"1829",2017-10-11,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-11
"1830",2017-10-12,"S2",8,2,324,0,68,NA,211,244.333333333333,175,99,100,100,93.3333333333333,NA,2017-10-12
"1831",2017-10-19,"S2",8,2,394.666666666667,0,56,NA,661,746,779.333333333333,996.333333333333,971,971,847,NA,2017-10-19
"1832",2017-10-20,"S2",7,2,68,0,NA,9,264,319.666666666667,252,226.333333333333,97.6666666666667,NA,121.333333333333,40,2017-10-20
"1833",2017-10-27,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-27
"1834",2017-10-28,"S2",8,2,324,0,68,NA,280,306,230.333333333333,154.333333333333,139,139,117,NA,2017-10-28
"1835",2017-11-04,"S2",8,2,821.333333333333,0,8,NA,4136.33333333333,3202,3455,3851.66666666667,2511.33333333333,2511.33333333333,2075.33333333333,NA,2017-11-04
"1836",2017-11-05,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-05
"1837",2017-11-12,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-12
"1838",2017-11-13,"S2",8,2,352,0,80,NA,645.333333333333,907,884.333333333333,1068.33333333333,1546.33333333333,1546.33333333333,1290.66666666667,NA,2017-11-13
"1839",2017-11-20,"S2",8,2,394.666666666667,0,112,NA,448,531.333333333333,535.333333333333,618.666666666667,632.333333333333,632.333333333333,535.666666666667,NA,2017-11-20
"1840",2017-11-21,"S2",7,2,68,0,NA,23,506,538.666666666667,518,547.333333333333,542.666666666667,NA,404.333333333333,0,2017-11-21
"1841",2017-11-28,"S2",7,2,68,0,NA,8,223,251.666666666667,197.333333333333,182,144,NA,126,32,2017-11-28
"1842",2017-11-29,"S2",8,2,992,0,8,NA,2711,2700.33333333333,2730.66666666667,2944.66666666667,1829.33333333333,1829.33333333333,1771.66666666667,NA,2017-11-29
"1843",2017-12-06,"S2",8,2,324,0,68,NA,100.333333333333,141.333333333333,104.333333333333,72.6666666666667,100.666666666667,100.666666666667,82.6666666666667,NA,2017-12-06
"1844",2017-12-07,"S2",7,2,68,0,NA,8,250.666666666667,200,204.333333333333,153.666666666667,173.666666666667,NA,95.3333333333333,32,2017-12-07
"1845",2017-12-14,"S2",7,2,68,0,NA,8,497,440,398,337,213,NA,221,10.6666666666667,2017-12-14
"1846",2017-12-15,"S2",8,2,324,0,68,NA,259,236.333333333333,155,95,88.3333333333333,88.3333333333333,81.6666666666667,NA,2017-12-15
"1847",2017-12-22,"S2",8,2,324,0,68,NA,97,151.666666666667,96,65,108.333333333333,108.333333333333,97.3333333333333,NA,2017-12-22
"1848",2017-12-23,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-23
"1849",2017-12-30,"S2",7,2,68,0,NA,9,264.666666666667,286.333333333333,233.333333333333,251.666666666667,166.333333333333,NA,162.333333333333,21.3333333333333,2017-12-30
"1850",2017-12-31,"S2",8,2,992,0,8,NA,3773,3715.33333333333,3759,3964.33333333333,2236,2236,2295,NA,2017-12-31
"1851",2018-01-07,"S2",8,2,324,0,89.3333333333333,NA,213,301.666666666667,272.666666666667,334,373.666666666667,373.666666666667,322,NA,2018-01-07
"1852",2018-01-08,"S2",7,2,224,0,NA,166,1907,1798.33333333333,1956,2250.66666666667,1688.33333333333,NA,1469.33333333333,2,2018-01-08
"1853",2018-01-15,"S2",7,2,68,0,NA,8,458,529.666666666667,455.333333333333,480.333333333333,420,NA,303.666666666667,0,2018-01-15
"1854",2018-01-16,"S2",8,2,324,0,68,NA,340.333333333333,356,274.333333333333,259.333333333333,273,273,229.333333333333,NA,2018-01-16
"1855",2018-01-23,"S2",8,2,324,0,68,NA,99.6666666666667,174.333333333333,109.333333333333,66,92,92,80.3333333333333,NA,2018-01-23
"1856",2018-01-24,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-24
"1857",2018-01-31,"S2",7,2,68,0,NA,8,285.333333333333,312.333333333333,227.333333333333,227,200.333333333333,NA,140.666666666667,21.3333333333333,2018-01-31
"1858",2018-02-01,"S2",8,2,324,0,100,NA,434,452.666666666667,369.333333333333,404.333333333333,426.333333333333,426.333333333333,377,NA,2018-02-01
"1859",2018-02-08,"S2",8,2,324,0,68,NA,105.333333333333,168,107.666666666667,74.3333333333333,98.6666666666667,98.6666666666667,88.3333333333333,NA,2018-02-08
"1860",2018-02-09,"S2",7,2,68,0,NA,8,240.666666666667,248.666666666667,156.666666666667,206.666666666667,140.666666666667,NA,114.333333333333,40,2018-02-09
"1861",2018-02-16,"S2",7,2,224,2,NA,NA,20000,4878,5076,5300.66666666667,2154.33333333333,NA,1963.66666666667,2,2018-02-16
"1862",2018-02-17,"S2",8,2,836,0,8,NA,636.666666666667,678.666666666667,632.666666666667,700.666666666667,702.333333333333,702.333333333333,583,NA,2018-02-17
"1863",2018-02-24,"S2",8,2,324,0,68,NA,135.333333333333,195.333333333333,129,107.333333333333,124.333333333333,124.333333333333,100.333333333333,NA,2018-02-24
"1864",2018-03-13,"S2",7,2,224,0,NA,79,1278,1270.66666666667,1363.66666666667,1606.33333333333,1305,NA,1066,2,2018-03-13
"1865",2018-03-20,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-03-20
"1866",2018-04-14,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-04-14
"1867",2018-04-21,"S2",7,2,68,0,NA,8,293.666666666667,387.333333333333,296,268.666666666667,233.333333333333,NA,218.333333333333,40,2018-04-21
"1868",2018-04-22,"S2",8,2,324,0,68,NA,274.333333333333,323.333333333333,215,155.333333333333,157,157,127,NA,2018-04-22
"1869",2018-04-29,"S2",8,2,992,0,8,NA,811,1008.66666666667,917.333333333333,928.333333333333,893.666666666667,893.666666666667,785.666666666667,NA,2018-04-29
"1870",2018-05-08,"S2",8,2,324,0,68,NA,331,561.666666666667,312,129.666666666667,122,122,110.333333333333,NA,2018-05-08
"1871",2018-05-15,"S2",8,1,324,0,68,NA,473,785.333333333333,490,297.333333333333,295,295,253,NA,2018-05-15
"1872",2018-05-16,"S2",7,2,68,0,NA,8,422.333333333333,605.666666666667,432.333333333333,311,183,NA,146,40,2018-05-16
"1873",2018-05-23,"S2",7,2,72,0,NA,8,366.333333333333,586.333333333333,409.333333333333,300.333333333333,272.333333333333,NA,244.333333333333,40,2018-05-23
"1874",2018-06-01,"S2",7,2,68,0,NA,8,341.333333333333,479.333333333333,345.333333333333,265,203.333333333333,NA,194,40,2018-06-01
"1875",2018-06-08,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-06-08
"1876",2018-06-24,"S2",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-06-24
"1877",2018-07-03,"S2",7,2,68,0,NA,8,437,577,459,398,334,NA,235,13.3333333333333,2018-07-03
"1878",2018-07-27,"S2",8,2,324,0,68,NA,466,668,525.333333333333,467,486.333333333333,486.333333333333,413.666666666667,NA,2018-07-27
"1879",2018-08-11,"S2",7,2,68,0,NA,8,430.666666666667,572.333333333333,457.333333333333,359,278.666666666667,NA,239.333333333333,32,2018-08-11
"1880",2018-08-12,"S2",8,2,324,0,68,NA,370.333333333333,494.666666666667,344.666666666667,223.666666666667,172.666666666667,172.666666666667,131,NA,2018-08-12
"1881",2007-01-01,"S5",7,2,68,0,NA,8,249,272.5,186,153,53,NA,76,32,2007-01-01
"1882",2007-01-17,"S5",7,2,68,0,NA,8,286,274,183.5,181,104,NA,54,32,2007-01-17
"1883",2007-01-26,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-01-26
"1884",2007-02-02,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-02-02
"1885",2007-02-27,"S5",7,2,68,0,NA,15,267,265,221,160,109,NA,70.5,32,2007-02-27
"1886",2007-03-15,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-15
"1887",2007-03-31,"S5",7,2,68,0,NA,8,283.5,332.5,235,166,79.5,NA,71,40,2007-03-31
"1888",2007-04-07,"S5",7,2,68,0,NA,9,275,469,306,178,133,NA,45,16,2007-04-07
"1889",2007-04-16,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-04-16
"1890",2007-05-02,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-02
"1891",2007-05-09,"S5",7,2,68,0,NA,8,283,416,278,211,165,NA,149,36,2007-05-09
"1892",2007-05-18,"S5",7,2,68,0,NA,8,447.5,521,395,319,231,NA,174,40,2007-05-18
"1893",2007-05-25,"S5",7,2,68,0,NA,8,466.5,639,529,462,383.5,NA,309,40,2007-05-25
"1894",2007-06-03,"S5",7,2,68,0,NA,10,415,462,353.5,280,166,NA,107,40,2007-06-03
"1895",2007-06-19,"S5",7,2,68,0,NA,8,354,598,366,194,103,NA,63.5,40,2007-06-19
"1896",2007-06-26,"S5",7,2,68,0,NA,9,357,595.5,379,229,133.5,NA,86,40,2007-06-26
"1897",2007-07-12,"S5",7,2,68,0,NA,8,351,604.5,401.5,218.5,114.5,NA,87,40,2007-07-12
"1898",2007-07-21,"S5",7,2,68,0,NA,28,512,621.5,467,348,238,NA,136,32,2007-07-21
"1899",2007-08-22,"S5",7,2,68,0,NA,53,377.5,366,262,205,117.5,NA,79.5,40,2007-08-22
"1900",2007-08-29,"S5",7,2,68,0,NA,8,390,480,373,335,274,NA,203.5,32,2007-08-29
"1901",2007-10-09,"S5",7,2,68,0,NA,63,288,251,239,268,165.5,NA,148,32,2007-10-09
"1902",2007-10-16,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-16
"1903",2007-10-25,"S5",7,2,68,0,NA,9,241.5,231,179.5,121,83,NA,44,32,2007-10-25
"1904",2007-11-01,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-11-01
"1905",2007-11-17,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-11-17
"1906",2007-12-03,"S5",7,2,68,0,NA,9,181,256,134,103,67,NA,72,16,2007-12-03
"1907",2007-12-19,"S5",7,2,68,0,NA,9,330,391,302,153,53,NA,18.5,32,2007-12-19
"1908",2007-12-28,"S5",7,2,68,0,NA,9,328,368,297,177,93,NA,97.5,32,2007-12-28
"1909",2008-01-13,"S5",7,2,68,0,NA,17,245.5,229,169.5,106.5,50.5,NA,55.5,32,2008-01-13
"1910",2008-01-20,"S5",7,2,68,0,NA,8,239,305,238.5,159.5,67,NA,35.5,32,2008-01-20
"1911",2008-01-29,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-29
"1912",2008-03-24,"S5",7,2,68,0,NA,9,312,352,274,244.5,188,NA,119,32,2008-03-24
"1913",2008-04-02,"S5",7,2,68,0,NA,8,276,309,228.5,182,101.5,NA,69,32,2008-04-02
"1914",2008-04-18,"S5",7,2,68,0,NA,8,360,333,305.5,272,161,NA,98.5,32,2008-04-18
"1915",2008-04-25,"S5",7,2,68,0,NA,8,579.5,676,655.5,623,520.5,NA,441.5,40,2008-04-25
"1916",2008-05-04,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-04
"1917",2008-05-11,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-11
"1918",2008-05-20,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-20
"1919",2008-05-27,"S5",7,2,68,0,NA,8,254.5,311,250,225,131.5,NA,94,38,2008-05-27
"1920",2008-06-05,"S5",7,2,68,0,NA,8,310,369,349,276,196,NA,147,40,2008-06-05
"1921",2008-06-12,"S5",7,2,84,0,NA,8,797,1062,946,883.5,813,NA,713,36,2008-06-12
"1922",2008-06-21,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-21
"1923",2008-06-28,"S5",7,2,68,0,NA,8,668,855.5,808.5,701,519.5,NA,416,40,2008-06-28
"1924",2008-07-07,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-07
"1925",2008-07-23,"S5",7,2,68,0,NA,45,407.5,572.5,434,326.5,181.5,NA,146.5,40,2008-07-23
"1926",2008-07-30,"S5",7,2,68,0,NA,8,347,498,405.5,314,227,NA,192,36,2008-07-30
"1927",2008-08-24,"S5",7,2,68,0,NA,9,373,377,291,222,124,NA,71,32,2008-08-24
"1928",2008-09-09,"S5",7,2,68,0,NA,9,302,357,251,191,80,NA,60.5,32,2008-09-09
"1929",2008-09-16,"S5",7,2,68,0,NA,8,365.5,393.5,301.5,274,215,NA,137,40,2008-09-16
"1930",2008-09-25,"S5",7,2,68,0,NA,9,358.5,348,266.5,223.5,110,NA,103,32,2008-09-25
"1931",2008-10-02,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-10-02
"1932",2008-10-18,"S5",7,2,68,0,NA,9,215,241,223,141,81,NA,56.5,36,2008-10-18
"1933",2008-10-27,"S5",7,2,68,0,NA,24,337,309,271,238,172,NA,149,40,2008-10-27
"1934",2008-11-03,"S5",7,2,68,0,NA,8,223,234,173,118,72.5,NA,92,32,2008-11-03
"1935",2008-11-12,"S5",7,2,68,0,NA,8,305.5,305,217.5,198,142.5,NA,116,32,2008-11-12
"1936",2008-11-19,"S5",7,2,68,0,NA,9,214,251.5,202,167,79.5,NA,67,32,2008-11-19
"1937",2008-12-05,"S5",7,2,68,0,NA,9,220,268,173,144,50,NA,72.5,32,2008-12-05
"1938",2008-12-21,"S5",7,2,68,0,NA,8,139,176.5,79.5,52.5,34,NA,38.5,32,2008-12-21
"1939",2008-12-30,"S5",7,2,68,0,NA,12,227,215,152.5,132,53.5,NA,57,32,2008-12-30
"1940",2009-01-06,"S5",7,2,68,0,NA,9,224,260,151,111,71,NA,56.5,32,2009-01-06
"1941",2009-01-15,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-15
"1942",2009-01-31,"S5",7,2,68,0,NA,28,277.5,265,214.5,161,62,NA,48.5,32,2009-01-31
"1943",2009-03-11,"S5",7,2,160,0,NA,9,1073.5,1271,1306.5,1950.5,1934,NA,1664,2,2009-03-11
"1944",2009-03-27,"S5",7,2,68,0,NA,8,235.5,243,173,184,114,NA,46,32,2009-03-27
"1945",2009-04-05,"S5",7,2,68,0,NA,8,266,192,151.5,141,88,NA,79,40,2009-04-05
"1946",2009-04-21,"S5",7,2,68,0,NA,8,282,265,182,166.5,95,NA,75.5,40,2009-04-21
"1947",2009-04-28,"S5",7,2,68,0,NA,8,586,657,606,616,524,NA,393.5,21,2009-04-28
"1948",2009-05-07,"S5",7,2,68,0,NA,8,301,260.5,212,196,102.5,NA,96.5,40,2009-05-07
"1949",2009-05-14,"S5",7,2,68,0,NA,8,477,555.5,509,448,375.5,NA,319.5,40,2009-05-14
"1950",2009-06-15,"S5",7,2,224,0,NA,8,967.5,1247.5,1137.5,973,889.5,NA,803.5,40,2009-06-15
"1951",2009-06-24,"S5",7,2,68,0,NA,8,463,642.5,403,236,114.5,NA,98.5,40,2009-06-24
"1952",2009-07-17,"S5",7,2,96,0,NA,8,721.5,898,829,704.5,563.5,NA,486,40,2009-07-17
"1953",2009-07-26,"S5",7,2,68,0,NA,8,425.5,505,386,264,163,NA,114.5,34,2009-07-26
"1954",2009-08-02,"S5",7,2,224,0,NA,8,2007,2214.5,2394,2715.5,2926,NA,2540,2,2009-08-02
"1955",2009-08-18,"S5",7,2,68,0,NA,9,251.5,332,233.5,173,96.5,NA,67.5,34,2009-08-18
"1956",2009-08-27,"S5",7,2,68,0,NA,8,310,343.5,256,181,100.5,NA,69.5,32,2009-08-27
"1957",2009-09-12,"S5",7,2,68,0,NA,10,323.5,343,224,194,105,NA,49,32,2009-09-12
"1958",2009-09-28,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-28
"1959",2009-10-14,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-14
"1960",2009-10-30,"S5",7,2,192,0,NA,173,1116.5,1143,1191,1331,1297.5,NA,1091,0,2009-10-30
"1961",2009-11-15,"S5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-11-15
"1962",2009-11-22,"S5",7,2,68,0,NA,8,223,245.5,206.5,151.5,63,NA,67,32,2009-11-22
"1963",2009-12-01,"S5",7,2,68,0,NA,9,288.5,248,229,146,69,NA,53.5,32,2009-12-01
"1964",2009-12-17,"S5",7,2,68,0,NA,9,278,196.5,122,112,53,NA,37,32,2009-12-17
