"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20071203_20170923_C01_V01_SRB1",376.5,220.333333333333,289,NA,NA,181
"LE07_CU_007013_20071203_20170923_C01_V01_SRB2",620,243.333333333333,317,NA,NA,256
"LE07_CU_007013_20071203_20170923_C01_V01_SRB3",345.5,113.666666666667,160,NA,NA,134
"LE07_CU_007013_20071203_20170923_C01_V01_SRB4",103,90,103,NA,NA,103
"LE07_CU_007013_20071203_20170923_C01_V01_SRB5",32,32,50,NA,NA,67
"LE07_CU_007013_20071203_20170923_C01_V01_SRB7",NA,60.3333333333333,91.5,NA,NA,72
"LE07_CU_007013_20071203_20170923_C01_V01_SRCLOUDQA",32,32,32,0,0,16
"LE07_CU_007013_20071219_20170923_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20071219_20170923_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20071219_20170923_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20071219_20170923_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,9
"LE07_CU_007013_20071219_20170923_C01_V01_SRB1",NA,288,364,350,328.666666666667,330
"LE07_CU_007013_20071219_20170923_C01_V01_SRB2",NA,295,341.5,416,410.666666666667,391
"LE07_CU_007013_20071219_20170923_C01_V01_SRB3",NA,197,173.5,267,311,302
"LE07_CU_007013_20071219_20170923_C01_V01_SRB4",NA,98,91.5,140.666666666667,207.666666666667,153
"LE07_CU_007013_20071219_20170923_C01_V01_SRB5",NA,34.6666666666667,16.5,84,96.6666666666667,53
"LE07_CU_007013_20071219_20170923_C01_V01_SRB7",NA,25.3333333333333,38,64,90.3333333333333,18.5
"LE07_CU_007013_20071219_20170923_C01_V01_SRCLOUDQA",0,32,32,36,32,32
"LE07_CU_007013_20071228_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20071228_20170923_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20071228_20170923_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20071228_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,9,9
"LE07_CU_007013_20071228_20170923_C01_V01_SRB1",NA,NA,NA,341,333.666666666667,328
"LE07_CU_007013_20071228_20170923_C01_V01_SRB2",NA,NA,NA,366,407.666666666667,368
"LE07_CU_007013_20071228_20170923_C01_V01_SRB3",NA,NA,NA,284,252,297
"LE07_CU_007013_20071228_20170923_C01_V01_SRB4",NA,NA,NA,117,197.333333333333,177
"LE07_CU_007013_20071228_20170923_C01_V01_SRB5",NA,NA,NA,99.3333333333333,150,93
"LE07_CU_007013_20071228_20170923_C01_V01_SRB7",NA,NA,NA,38.3333333333333,78,97.5
"LE07_CU_007013_20071228_20170923_C01_V01_SRCLOUDQA",0,0,0,32,32,32
"LE07_CU_007013_20080113_20170923_C01_V01_LINEAGEQA",2,NA,NA,2,NA,2
"LE07_CU_007013_20080113_20170923_C01_V01_PIXELQA",68,NA,NA,68,NA,68
"LE07_CU_007013_20080113_20170923_C01_V01_RADSATQA",0,NA,NA,0,NA,0
"LE07_CU_007013_20080113_20170923_C01_V01_SRATMOSOPACITYQA",9,NA,NA,12,NA,17
"LE07_CU_007013_20080113_20170923_C01_V01_SRB1",379.5,NA,NA,230.5,NA,245.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB2",521.5,NA,NA,208,NA,229
"LE07_CU_007013_20080113_20170923_C01_V01_SRB3",557.5,NA,NA,203,NA,169.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB4",153,NA,NA,110,NA,106.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB5",34,NA,NA,51.5,NA,50.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRB7",NA,NA,NA,74.5,NA,55.5
"LE07_CU_007013_20080113_20170923_C01_V01_SRCLOUDQA",32,0,0,21.3333333333333,0,32
"LE07_CU_007013_20080120_20170923_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20080120_20170923_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20080120_20170923_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20080120_20170923_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,8
"LE07_CU_007013_20080120_20170923_C01_V01_SRB1",NA,291.333333333333,316,243,242,239
"LE07_CU_007013_20080120_20170923_C01_V01_SRB2",NA,315,369,310,336,305
"LE07_CU_007013_20080120_20170923_C01_V01_SRB3",NA,166.666666666667,181.5,226.666666666667,215,238.5
"LE07_CU_007013_20080120_20170923_C01_V01_SRB4",NA,89.6666666666667,122.5,154.333333333333,203.333333333333,159.5
"LE07_CU_007013_20080120_20170923_C01_V01_SRB5",NA,68,32,79,91,67
"LE07_CU_007013_20080120_20170923_C01_V01_SRB7",NA,47.6666666666667,54,23,72,35.5
"LE07_CU_007013_20080120_20170923_C01_V01_SRCLOUDQA",0,32,32,32,32,32
"LE07_CU_007013_20080129_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,12,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB1",NA,NA,NA,321.666666666667,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB2",NA,NA,NA,330.666666666667,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB3",NA,NA,NA,232.333333333333,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB4",NA,NA,NA,148,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB5",NA,NA,NA,87.6666666666667,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRB7",NA,NA,NA,92.3333333333333,NA,NA
"LE07_CU_007013_20080129_20170923_C01_V01_SRCLOUDQA",0,0,0,32,0,0
"LE07_CU_007013_20080324_20170923_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20080324_20170923_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20080324_20170923_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20080324_20170923_C01_V01_SRATMOSOPACITYQA",8,9,9,NA,9,9
"LE07_CU_007013_20080324_20170923_C01_V01_SRB1",338,261.333333333333,257.5,NA,302,312
"LE07_CU_007013_20080324_20170923_C01_V01_SRB2",455,231,254.5,NA,361,352
"LE07_CU_007013_20080324_20170923_C01_V01_SRB3",380.5,159,156.5,NA,310,274
"LE07_CU_007013_20080324_20170923_C01_V01_SRB4",247.5,176,150,NA,264,244.5
"LE07_CU_007013_20080324_20170923_C01_V01_SRB5",129,76.3333333333333,68,NA,212,188
"LE07_CU_007013_20080324_20170923_C01_V01_SRB7",109,47.6666666666667,35.5,NA,169,119
"LE07_CU_007013_20080324_20170923_C01_V01_SRCLOUDQA",36,32,32,0,10.6666666666667,32
"LE07_CU_007013_20080402_20170923_C01_V01_LINEAGEQA",2,NA,NA,NA,NA,2
"LE07_CU_007013_20080402_20170923_C01_V01_PIXELQA",68,NA,NA,NA,NA,68
"LE07_CU_007013_20080402_20170923_C01_V01_RADSATQA",0,NA,NA,NA,NA,0
"LE07_CU_007013_20080402_20170923_C01_V01_SRATMOSOPACITYQA",16,NA,NA,NA,NA,8
"LE07_CU_007013_20080402_20170923_C01_V01_SRB1",313,NA,NA,NA,NA,276
"LE07_CU_007013_20080402_20170923_C01_V01_SRB2",358.5,NA,NA,NA,NA,309
"LE07_CU_007013_20080402_20170923_C01_V01_SRB3",291,NA,NA,NA,NA,228.5
"LE07_CU_007013_20080402_20170923_C01_V01_SRB4",181,NA,NA,NA,NA,182
"LE07_CU_007013_20080402_20170923_C01_V01_SRB5",54.5,NA,NA,NA,NA,101.5
"LE07_CU_007013_20080402_20170923_C01_V01_SRB7",57.5,NA,NA,NA,NA,69
"LE07_CU_007013_20080402_20170923_C01_V01_SRCLOUDQA",36,0,0,0,0,32
"LE07_CU_007013_20080418_20170923_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20080418_20170923_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20080418_20170923_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20080418_20170923_C01_V01_SRATMOSOPACITYQA",8,NA,NA,NA,8,8
"LE07_CU_007013_20080418_20170923_C01_V01_SRB1",330,NA,NA,NA,334,360
"LE07_CU_007013_20080418_20170923_C01_V01_SRB2",365,NA,NA,NA,332.5,333
"LE07_CU_007013_20080418_20170923_C01_V01_SRB3",301.5,NA,NA,NA,297.5,305.5
"LE07_CU_007013_20080418_20170923_C01_V01_SRB4",203,NA,NA,NA,290,272
"LE07_CU_007013_20080418_20170923_C01_V01_SRB5",117.5,NA,NA,NA,194,161
"LE07_CU_007013_20080418_20170923_C01_V01_SRB7",43,NA,NA,NA,131.5,98.5
"LE07_CU_007013_20080418_20170923_C01_V01_SRCLOUDQA",36,0,0,0,24,32
"LE07_CU_007013_20080425_20170923_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20080425_20170923_C01_V01_PIXELQA",68,68,68,68,68,68
"LE07_CU_007013_20080425_20170923_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20080425_20170923_C01_V01_SRATMOSOPACITYQA",8,8,8,8,8,8
"LE07_CU_007013_20080425_20170923_C01_V01_SRB1",367.5,419,429,359,592,579.5
"LE07_CU_007013_20080425_20170923_C01_V01_SRB2",423.5,447.333333333333,450.5,418.5,681.333333333333,676
"LE07_CU_007013_20080425_20170923_C01_V01_SRB3",325.5,378.666666666667,378.5,372.5,644.333333333333,655.5
"LE07_CU_007013_20080425_20170923_C01_V01_SRB4",248.5,356.666666666667,351,350.5,673.666666666667,623
"LE07_CU_007013_20080425_20170923_C01_V01_SRB5",135.5,254.333333333333,222,264,524,520.5
"LE07_CU_007013_20080425_20170923_C01_V01_SRB7",96,179.333333333333,193.5,161,438,441.5
"LE07_CU_007013_20080425_20170923_C01_V01_SRCLOUDQA",32,25.3333333333333,32,13.3333333333333,2,40
"LE07_CU_007013_20080504_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB1",NA,NA,NA,257,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB2",NA,NA,NA,294.666666666667,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB3",NA,NA,NA,230,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB4",NA,NA,NA,162,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB5",NA,NA,NA,103,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRB7",NA,NA,NA,63.3333333333333,NA,NA
"LE07_CU_007013_20080504_20170923_C01_V01_SRCLOUDQA",0,0,0,40,0,0
"LE07_CU_007013_20080511_20170923_C01_V01_LINEAGEQA",1,1,1,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_PIXELQA",68,68,68,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_RADSATQA",0,0,0,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB1",499.5,375,420,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB2",577.5,383.333333333333,442,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB3",543.5,297.333333333333,319,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB4",500,273.333333333333,296,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB5",418.5,173,197.5,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRB7",321,99.3333333333333,171,NA,NA,NA
"LE07_CU_007013_20080511_20170923_C01_V01_SRCLOUDQA",40,36,32,0,0,0
"LE07_CU_007013_20080520_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20080520_20170923_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20080520_20170923_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB1",NA,NA,NA,324,335,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB2",NA,NA,NA,312,363,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB3",NA,NA,NA,277.333333333333,316,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB4",NA,NA,NA,253.666666666667,367,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB5",NA,NA,NA,152.333333333333,209,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRB7",NA,NA,NA,106.666666666667,216,NA
"LE07_CU_007013_20080520_20170923_C01_V01_SRCLOUDQA",0,0,0,40,2.66666666666667,0
"LE07_CU_007013_20080527_20170923_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20080527_20170923_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20080527_20170923_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20080527_20170923_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,8,8
"LE07_CU_007013_20080527_20170923_C01_V01_SRB1",352.5,273,248.5,NA,250.666666666667,254.5
"LE07_CU_007013_20080527_20170923_C01_V01_SRB2",435,274,247.5,NA,316.666666666667,311
"LE07_CU_007013_20080527_20170923_C01_V01_SRB3",378,186,185,NA,275.666666666667,250
"LE07_CU_007013_20080527_20170923_C01_V01_SRB4",293,157,123,NA,247.333333333333,225
"LE07_CU_007013_20080527_20170923_C01_V01_SRB5",227,87,69.5,NA,184,131.5
"LE07_CU_007013_20080527_20170923_C01_V01_SRB7",179.5,63,20,NA,112,94
"LE07_CU_007013_20080527_20170923_C01_V01_SRCLOUDQA",36,36,36,0,40,38
"LE07_CU_007013_20080605_20170923_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20080605_20170923_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20080605_20170923_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20080605_20170923_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20080605_20170923_C01_V01_SRB1",266.5,NA,NA,252,280.333333333333,310
"LE07_CU_007013_20080605_20170923_C01_V01_SRB2",366,NA,NA,285,333.333333333333,369
"LE07_CU_007013_20080605_20170923_C01_V01_SRB3",232.5,NA,NA,234.333333333333,279.333333333333,349
"LE07_CU_007013_20080605_20170923_C01_V01_SRB4",108.5,NA,NA,204,247.666666666667,276
"LE07_CU_007013_20080605_20170923_C01_V01_SRB5",48.5,NA,NA,137,151,196
"LE07_CU_007013_20080605_20170923_C01_V01_SRB7",52,NA,NA,90.6666666666667,133,147
"LE07_CU_007013_20080605_20170923_C01_V01_SRCLOUDQA",36,0,0,40,40,40
"LE07_CU_007013_20080612_20170923_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20080612_20170923_C01_V01_PIXELQA",68,68,68,NA,96,84
"LE07_CU_007013_20080612_20170923_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20080612_20170923_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,8,8
"LE07_CU_007013_20080612_20170923_C01_V01_SRB1",607.5,306,337,NA,695,797
"LE07_CU_007013_20080612_20170923_C01_V01_SRB2",786,310.666666666667,301.5,NA,888,1062
"LE07_CU_007013_20080612_20170923_C01_V01_SRB3",702.5,202,186,NA,788.5,946
"LE07_CU_007013_20080612_20170923_C01_V01_SRB4",592,178.666666666667,156,NA,715,883.5
"LE07_CU_007013_20080612_20170923_C01_V01_SRB5",529,94,69.5,NA,667,813
"LE07_CU_007013_20080612_20170923_C01_V01_SRB7",463.5,69.3333333333333,62.5,NA,563.5,713
"LE07_CU_007013_20080612_20170923_C01_V01_SRCLOUDQA",36,36,32,0,21.3333333333333,36
"LE07_CU_007013_20080621_20170923_C01_V01_LINEAGEQA",2,NA,NA,2,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_PIXELQA",68,NA,NA,68,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_RADSATQA",0,NA,NA,0,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRATMOSOPACITYQA",8,NA,NA,15,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB1",421.5,NA,NA,384.333333333333,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB2",448.5,NA,NA,495.333333333333,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB3",338,NA,NA,375.666666666667,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB4",198,NA,NA,264,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB5",124,NA,NA,173,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRB7",96.5,NA,NA,121.666666666667,NA,NA
"LE07_CU_007013_20080621_20170923_C01_V01_SRCLOUDQA",32,0,0,40,0,0
"LE07_CU_007013_20080628_20170923_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20080628_20170923_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20080628_20170923_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20080628_20170923_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20080628_20170923_C01_V01_SRB1",NA,459.5,556,488,591,668
"LE07_CU_007013_20080628_20170923_C01_V01_SRB2",NA,495.5,589,656,758.333333333333,855.5
"LE07_CU_007013_20080628_20170923_C01_V01_SRB3",NA,409,494,520.333333333333,712,808.5
"LE07_CU_007013_20080628_20170923_C01_V01_SRB4",NA,352.5,474,430,626,701
"LE07_CU_007013_20080628_20170923_C01_V01_SRB5",NA,263.5,392,252.666666666667,466,519.5
"LE07_CU_007013_20080628_20170923_C01_V01_SRB7",NA,184.5,327,196.333333333333,394,416
"LE07_CU_007013_20080628_20170923_C01_V01_SRCLOUDQA",0,24,40,40,40,40
"LE07_CU_007013_20080707_20170923_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,10,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB1",NA,NA,NA,518.666666666667,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB2",NA,NA,NA,686,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB3",NA,NA,NA,529.666666666667,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB4",NA,NA,NA,419,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB5",NA,NA,NA,331,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRB7",NA,NA,NA,246.666666666667,NA,NA
"LE07_CU_007013_20080707_20170923_C01_V01_SRCLOUDQA",0,0,0,32,0,0
"LE07_CU_007013_20080723_20170923_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20080723_20170923_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20080723_20170923_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20080723_20170923_C01_V01_SRATMOSOPACITYQA",14,NA,NA,NA,45.3333333333333,45
"LE07_CU_007013_20080723_20170923_C01_V01_SRB1",344.5,NA,NA,NA,403.666666666667,407.5
"LE07_CU_007013_20080723_20170923_C01_V01_SRB2",342.5,NA,NA,NA,580.333333333333,572.5
"LE07_CU_007013_20080723_20170923_C01_V01_SRB3",203,NA,NA,NA,433.666666666667,434
"LE07_CU_007013_20080723_20170923_C01_V01_SRB4",190,NA,NA,NA,332.666666666667,326.5
"LE07_CU_007013_20080723_20170923_C01_V01_SRB5",73.5,NA,NA,NA,199.666666666667,181.5
"LE07_CU_007013_20080723_20170923_C01_V01_SRB7",32.5,NA,NA,NA,158.333333333333,146.5
"LE07_CU_007013_20080723_20170923_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20080730_20170923_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20080730_20170923_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20080730_20170923_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20080730_20170923_C01_V01_SRATMOSOPACITYQA",9,9,8,NA,8,8
"LE07_CU_007013_20080730_20170923_C01_V01_SRB1",311.5,301.666666666667,465,NA,343,347
"LE07_CU_007013_20080730_20170923_C01_V01_SRB2",344,304,472.5,NA,534,498
"LE07_CU_007013_20080730_20170923_C01_V01_SRB3",254,205.333333333333,391.5,NA,425,405.5
"LE07_CU_007013_20080730_20170923_C01_V01_SRB4",207,181,385,NA,362,314
"LE07_CU_007013_20080730_20170923_C01_V01_SRB5",128,114,283,NA,253.333333333333,227
"LE07_CU_007013_20080730_20170923_C01_V01_SRB7",100.5,89,259.5,NA,180.666666666667,192
"LE07_CU_007013_20080730_20170923_C01_V01_SRCLOUDQA",36,36,16,0,40,36
"LE07_CU_007013_20080824_20170923_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20080824_20170923_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20080824_20170923_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20080824_20170923_C01_V01_SRATMOSOPACITYQA",12,NA,NA,NA,9,9
"LE07_CU_007013_20080824_20170923_C01_V01_SRB1",321,NA,NA,NA,394.666666666667,373
"LE07_CU_007013_20080824_20170923_C01_V01_SRB2",277,NA,NA,NA,409.666666666667,377
"LE07_CU_007013_20080824_20170923_C01_V01_SRB3",189.5,NA,NA,NA,346.333333333333,291
"LE07_CU_007013_20080824_20170923_C01_V01_SRB4",164.5,NA,NA,NA,272.666666666667,222
"LE07_CU_007013_20080824_20170923_C01_V01_SRB5",77.5,NA,NA,NA,181.666666666667,124
"LE07_CU_007013_20080824_20170923_C01_V01_SRB7",34.5,NA,NA,NA,102.666666666667,71
"LE07_CU_007013_20080824_20170923_C01_V01_SRCLOUDQA",36,0,0,0,40,32
"LE07_CU_007013_20080909_20170923_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20080909_20170923_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20080909_20170923_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20080909_20170923_C01_V01_SRATMOSOPACITYQA",9,NA,NA,8,9,9
"LE07_CU_007013_20080909_20170923_C01_V01_SRB1",295.5,NA,NA,320,309.333333333333,302
"LE07_CU_007013_20080909_20170923_C01_V01_SRB2",258,NA,NA,334.666666666667,376,357
"LE07_CU_007013_20080909_20170923_C01_V01_SRB3",153.5,NA,NA,254,269.333333333333,251
"LE07_CU_007013_20080909_20170923_C01_V01_SRB4",93.5,NA,NA,152,203.333333333333,191
"LE07_CU_007013_20080909_20170923_C01_V01_SRB5",44,NA,NA,93,108,80
"LE07_CU_007013_20080909_20170923_C01_V01_SRB7",60.5,NA,NA,64.6666666666667,106,60.5
"LE07_CU_007013_20080909_20170923_C01_V01_SRCLOUDQA",36,0,0,37.3333333333333,40,32
"LE07_CU_007013_20080916_20170923_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20080916_20170923_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20080916_20170923_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20080916_20170923_C01_V01_SRATMOSOPACITYQA",9,9,8.5,NA,8,8
"LE07_CU_007013_20080916_20170923_C01_V01_SRB1",293.5,389,379.5,NA,397.666666666667,365.5
"LE07_CU_007013_20080916_20170923_C01_V01_SRB2",287,382.333333333333,392.5,NA,436,393.5
"LE07_CU_007013_20080916_20170923_C01_V01_SRB3",249.5,237.333333333333,228,NA,407.666666666667,301.5
"LE07_CU_007013_20080916_20170923_C01_V01_SRB4",175,207.333333333333,174,NA,379.333333333333,274
"LE07_CU_007013_20080916_20170923_C01_V01_SRB5",118,135,106.5,NA,271.333333333333,215
"LE07_CU_007013_20080916_20170923_C01_V01_SRB7",136.5,90.6666666666667,99,NA,233.333333333333,137
"LE07_CU_007013_20080916_20170923_C01_V01_SRCLOUDQA",36,36,32,0,40,40
"LE07_CU_007013_20080925_20170923_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20080925_20170923_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20080925_20170923_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20080925_20170923_C01_V01_SRATMOSOPACITYQA",10,NA,NA,NA,9,9
"LE07_CU_007013_20080925_20170923_C01_V01_SRB1",300.5,NA,NA,NA,366.666666666667,358.5
"LE07_CU_007013_20080925_20170923_C01_V01_SRB2",198,NA,NA,NA,353.666666666667,348
"LE07_CU_007013_20080925_20170923_C01_V01_SRB3",179,NA,NA,NA,299.666666666667,266.5
"LE07_CU_007013_20080925_20170923_C01_V01_SRB4",143.5,NA,NA,NA,257,223.5
"LE07_CU_007013_20080925_20170923_C01_V01_SRB5",22,NA,NA,NA,156,110
"LE07_CU_007013_20080925_20170923_C01_V01_SRB7",37.5,NA,NA,NA,94,103
"LE07_CU_007013_20080925_20170923_C01_V01_SRCLOUDQA",36,0,0,0,40,32
"LE07_CU_007013_20081002_20170923_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRATMOSOPACITYQA",9,65,53,9,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB1",318.5,426,421.5,351,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB2",311.5,396,419.5,346,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB3",226,241,276,324,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB4",169,194,198,211,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB5",35.5,77.6666666666667,97,100,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRB7",39,67,50,52,NA,NA
"LE07_CU_007013_20081002_20170923_C01_V01_SRCLOUDQA",36,36,36,13.3333333333333,0,0
"LE07_CU_007013_20081018_20170923_C01_V01_LINEAGEQA",NA,1,1,2,2,2
