"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20090421_20170924_C01_V01_SRCLOUDQA",32,0,0,40,40,40
"LE07_CU_007013_20090428_20170924_C01_V01_LINEAGEQA",NA,NA,1,2,2,2
"LE07_CU_007013_20090428_20170924_C01_V01_PIXELQA",NA,NA,68,68,68,68
"LE07_CU_007013_20090428_20170924_C01_V01_RADSATQA",NA,NA,0,0,0,0
"LE07_CU_007013_20090428_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,8,8,8,8
"LE07_CU_007013_20090428_20170924_C01_V01_SRB1",NA,NA,319,707.666666666667,638.666666666667,586
"LE07_CU_007013_20090428_20170924_C01_V01_SRB2",NA,NA,277,802.333333333333,716.666666666667,657
"LE07_CU_007013_20090428_20170924_C01_V01_SRB3",NA,NA,205,780,687,606
"LE07_CU_007013_20090428_20170924_C01_V01_SRB4",NA,NA,199,778.333333333333,708,616
"LE07_CU_007013_20090428_20170924_C01_V01_SRB5",NA,NA,116,678.333333333333,606.333333333333,524
"LE07_CU_007013_20090428_20170924_C01_V01_SRB7",NA,NA,87,569,496.333333333333,393.5
"LE07_CU_007013_20090428_20170924_C01_V01_SRCLOUDQA",0,0,32,14.6666666666667,14.6666666666667,21
"LE07_CU_007013_20090507_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20090507_20170924_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20090507_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20090507_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20090507_20170924_C01_V01_SRB1",440,NA,NA,268,294.666666666667,301
"LE07_CU_007013_20090507_20170924_C01_V01_SRB2",662,NA,NA,251,313.666666666667,260.5
"LE07_CU_007013_20090507_20170924_C01_V01_SRB3",387,NA,NA,198.666666666667,233,212
"LE07_CU_007013_20090507_20170924_C01_V01_SRB4",163,NA,NA,174.333333333333,230.666666666667,196
"LE07_CU_007013_20090507_20170924_C01_V01_SRB5",82,NA,NA,89,145.666666666667,102.5
"LE07_CU_007013_20090507_20170924_C01_V01_SRB7",42,NA,NA,71,121.666666666667,96.5
"LE07_CU_007013_20090507_20170924_C01_V01_SRCLOUDQA",18,0,0,40,40,40
"LE07_CU_007013_20090514_20170924_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20090514_20170924_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20090514_20170924_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20090514_20170924_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,NA,8
"LE07_CU_007013_20090514_20170924_C01_V01_SRB1",495,431,441,NA,NA,477
"LE07_CU_007013_20090514_20170924_C01_V01_SRB2",727,505.333333333333,519.5,NA,NA,555.5
"LE07_CU_007013_20090514_20170924_C01_V01_SRB3",487.5,238,245,NA,NA,509
"LE07_CU_007013_20090514_20170924_C01_V01_SRB4",330,170.666666666667,160,NA,NA,448
"LE07_CU_007013_20090514_20170924_C01_V01_SRB5",249,102,69.5,NA,NA,375.5
"LE07_CU_007013_20090514_20170924_C01_V01_SRB7",191,70,74,NA,NA,319.5
"LE07_CU_007013_20090514_20170924_C01_V01_SRCLOUDQA",36,36,32,0,0,40
"LE07_CU_007013_20090615_20170924_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20090615_20170924_C01_V01_PIXELQA",68,68,68,72,138.666666666667,224
"LE07_CU_007013_20090615_20170924_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20090615_20170924_C01_V01_SRATMOSOPACITYQA",8,8,8,8,8,8
"LE07_CU_007013_20090615_20170924_C01_V01_SRB1",636,442,303,834,976.666666666667,967.5
"LE07_CU_007013_20090615_20170924_C01_V01_SRB2",772,424.333333333333,285.5,1069,1232.33333333333,1247.5
"LE07_CU_007013_20090615_20170924_C01_V01_SRB3",689.5,325.333333333333,194.5,950,1142.66666666667,1137.5
"LE07_CU_007013_20090615_20170924_C01_V01_SRB4",617.5,295,141,804,1018.33333333333,973
"LE07_CU_007013_20090615_20170924_C01_V01_SRB5",575.5,257,81,732,935,889.5
"LE07_CU_007013_20090615_20170924_C01_V01_SRB7",460,213.666666666667,31,599,800,803.5
"LE07_CU_007013_20090615_20170924_C01_V01_SRCLOUDQA",36,38.6666666666667,32,13.3333333333333,40,40
"LE07_CU_007013_20090624_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20090624_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20090624_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20090624_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,NA,8,8
"LE07_CU_007013_20090624_20170924_C01_V01_SRB1",351,NA,NA,NA,417,463
"LE07_CU_007013_20090624_20170924_C01_V01_SRB2",420.5,NA,NA,NA,635.333333333333,642.5
"LE07_CU_007013_20090624_20170924_C01_V01_SRB3",266.5,NA,NA,NA,445.666666666667,403
"LE07_CU_007013_20090624_20170924_C01_V01_SRB4",166,NA,NA,NA,260,236
"LE07_CU_007013_20090624_20170924_C01_V01_SRB5",104,NA,NA,NA,183.333333333333,114.5
"LE07_CU_007013_20090624_20170924_C01_V01_SRB7",54,NA,NA,NA,154.333333333333,98.5
"LE07_CU_007013_20090624_20170924_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20090717_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20090717_20170924_C01_V01_PIXELQA",NA,224,68,68,68,96
"LE07_CU_007013_20090717_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20090717_20170924_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20090717_20170924_C01_V01_SRB1",NA,925.666666666667,390,597,538,721.5
"LE07_CU_007013_20090717_20170924_C01_V01_SRB2",NA,922,350.5,746,719.666666666667,898
"LE07_CU_007013_20090717_20170924_C01_V01_SRB3",NA,889.666666666667,300.5,651.333333333333,617.666666666667,829
"LE07_CU_007013_20090717_20170924_C01_V01_SRB4",NA,936.333333333333,273,586,525.666666666667,704.5
"LE07_CU_007013_20090717_20170924_C01_V01_SRB5",NA,737,171,469,418.333333333333,563.5
"LE07_CU_007013_20090717_20170924_C01_V01_SRB7",NA,606,133.5,368.666666666667,338,486
"LE07_CU_007013_20090717_20170924_C01_V01_SRCLOUDQA",0,2,36,34.6666666666667,37.3333333333333,40
"LE07_CU_007013_20090726_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20090726_20170924_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20090726_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20090726_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20090726_20170924_C01_V01_SRB1",335.5,NA,NA,415.333333333333,438,425.5
"LE07_CU_007013_20090726_20170924_C01_V01_SRB2",313.5,NA,NA,512.666666666667,522.333333333333,505
"LE07_CU_007013_20090726_20170924_C01_V01_SRB3",203.5,NA,NA,342,380,386
"LE07_CU_007013_20090726_20170924_C01_V01_SRB4",174,NA,NA,234,294,264
"LE07_CU_007013_20090726_20170924_C01_V01_SRB5",96.5,NA,NA,181.666666666667,218.333333333333,163
"LE07_CU_007013_20090726_20170924_C01_V01_SRB7",79.5,NA,NA,106.333333333333,168.333333333333,114.5
"LE07_CU_007013_20090726_20170924_C01_V01_SRCLOUDQA",36,0,0,37.3333333333333,32,34
"LE07_CU_007013_20090802_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20090802_20170924_C01_V01_PIXELQA",NA,68,68,96,96,224
"LE07_CU_007013_20090802_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20090802_20170924_C01_V01_SRATMOSOPACITYQA",NA,8.66666666666667,8,8,8,8
"LE07_CU_007013_20090802_20170924_C01_V01_SRB1",NA,385,368,539,517.333333333333,2007
"LE07_CU_007013_20090802_20170924_C01_V01_SRB2",NA,377,354,673.666666666667,641,2214.5
"LE07_CU_007013_20090802_20170924_C01_V01_SRB3",NA,265.666666666667,217,604,570,2394
"LE07_CU_007013_20090802_20170924_C01_V01_SRB4",NA,228.333333333333,205,543,531,2715.5
"LE07_CU_007013_20090802_20170924_C01_V01_SRB5",NA,129,73,481,407.666666666667,2926
"LE07_CU_007013_20090802_20170924_C01_V01_SRB7",NA,127,67,348.333333333333,333,2540
"LE07_CU_007013_20090802_20170924_C01_V01_SRCLOUDQA",0,36,32,40,40,2
"LE07_CU_007013_20090818_20170924_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20090818_20170924_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20090818_20170924_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20090818_20170924_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,9,9
"LE07_CU_007013_20090818_20170924_C01_V01_SRB1",213.5,318,310.5,NA,251,251.5
"LE07_CU_007013_20090818_20170924_C01_V01_SRB2",237.5,284.666666666667,279,NA,331.666666666667,332
"LE07_CU_007013_20090818_20170924_C01_V01_SRB3",153,159,150,NA,241.666666666667,233.5
"LE07_CU_007013_20090818_20170924_C01_V01_SRB4",119,136,100,NA,185,173
"LE07_CU_007013_20090818_20170924_C01_V01_SRB5",52,48.6666666666667,52.5,NA,138,96.5
"LE07_CU_007013_20090818_20170924_C01_V01_SRB7",44,51.6666666666667,44,NA,67.3333333333333,67.5
"LE07_CU_007013_20090818_20170924_C01_V01_SRCLOUDQA",36,36,32,0,40,34
"LE07_CU_007013_20090827_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20090827_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20090827_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20090827_20170924_C01_V01_SRATMOSOPACITYQA",12,NA,NA,NA,8,8
"LE07_CU_007013_20090827_20170924_C01_V01_SRB1",293.5,NA,NA,NA,316.666666666667,310
"LE07_CU_007013_20090827_20170924_C01_V01_SRB2",290.5,NA,NA,NA,377.333333333333,343.5
"LE07_CU_007013_20090827_20170924_C01_V01_SRB3",162,NA,NA,NA,283.666666666667,256
"LE07_CU_007013_20090827_20170924_C01_V01_SRB4",144,NA,NA,NA,181,181
"LE07_CU_007013_20090827_20170924_C01_V01_SRB5",65,NA,NA,NA,172.666666666667,100.5
"LE07_CU_007013_20090827_20170924_C01_V01_SRB7",46,NA,NA,NA,132.333333333333,69.5
"LE07_CU_007013_20090827_20170924_C01_V01_SRCLOUDQA",36,0,0,0,40,32
"LE07_CU_007013_20090912_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20090912_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20090912_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20090912_20170924_C01_V01_SRATMOSOPACITYQA",10,NA,NA,NA,10,10
"LE07_CU_007013_20090912_20170924_C01_V01_SRB1",253.5,NA,NA,NA,337,323.5
"LE07_CU_007013_20090912_20170924_C01_V01_SRB2",268.5,NA,NA,NA,361,343
"LE07_CU_007013_20090912_20170924_C01_V01_SRB3",154,NA,NA,NA,258.333333333333,224
"LE07_CU_007013_20090912_20170924_C01_V01_SRB4",115,NA,NA,NA,220.333333333333,194
"LE07_CU_007013_20090912_20170924_C01_V01_SRB5",69,NA,NA,NA,149.666666666667,105
"LE07_CU_007013_20090912_20170924_C01_V01_SRB7",36,NA,NA,NA,98.6666666666667,49
"LE07_CU_007013_20090912_20170924_C01_V01_SRCLOUDQA",36,0,0,0,40,32
"LE07_CU_007013_20090928_20170924_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB1",NA,NA,NA,356.666666666667,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB2",NA,NA,NA,340,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB3",NA,NA,NA,248.333333333333,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB4",NA,NA,NA,204,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB5",NA,NA,NA,72.6666666666667,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRB7",NA,NA,NA,67,NA,NA
"LE07_CU_007013_20090928_20170924_C01_V01_SRCLOUDQA",0,0,0,40,0,0
"LE07_CU_007013_20091014_20170924_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20091014_20170924_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20091014_20170924_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB1",NA,NA,NA,233.333333333333,249,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB2",NA,NA,NA,205.333333333333,232,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB3",NA,NA,NA,148.333333333333,194,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB4",NA,NA,NA,138,182,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB5",NA,NA,NA,51.6666666666667,124.666666666667,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRB7",NA,NA,NA,74,102.333333333333,NA
"LE07_CU_007013_20091014_20170924_C01_V01_SRCLOUDQA",0,0,0,40,40,0
"LE07_CU_007013_20091030_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20091030_20170924_C01_V01_PIXELQA",224,NA,NA,224,224,192
"LE07_CU_007013_20091030_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20091030_20170924_C01_V01_SRATMOSOPACITYQA",112,NA,NA,173,173,173
"LE07_CU_007013_20091030_20170924_C01_V01_SRB1",767,NA,NA,1261,1095,1116.5
"LE07_CU_007013_20091030_20170924_C01_V01_SRB2",836,NA,NA,1282,1160.33333333333,1143
"LE07_CU_007013_20091030_20170924_C01_V01_SRB3",742,NA,NA,1317.66666666667,1227,1191
"LE07_CU_007013_20091030_20170924_C01_V01_SRB4",658.5,NA,NA,1498,1374.33333333333,1331
"LE07_CU_007013_20091030_20170924_C01_V01_SRB5",580,NA,NA,1471,1297.66666666667,1297.5
"LE07_CU_007013_20091030_20170924_C01_V01_SRB7",446.5,NA,NA,1248,1090.66666666667,1091
"LE07_CU_007013_20091030_20170924_C01_V01_SRCLOUDQA",32,0,0,2,0,0
"LE07_CU_007013_20091115_20170924_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,13,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB1",NA,NA,NA,350.666666666667,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB2",NA,NA,NA,274,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB3",NA,NA,NA,227,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB4",NA,NA,NA,172.333333333333,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB5",NA,NA,NA,104.666666666667,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRB7",NA,NA,NA,98,NA,NA
"LE07_CU_007013_20091115_20170924_C01_V01_SRCLOUDQA",0,0,0,32,0,0
"LE07_CU_007013_20091122_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20091122_20170924_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20091122_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20091122_20170924_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20091122_20170924_C01_V01_SRB1",NA,300,278,267,247.666666666667,223
"LE07_CU_007013_20091122_20170924_C01_V01_SRB2",NA,299,270,269.333333333333,322.333333333333,245.5
"LE07_CU_007013_20091122_20170924_C01_V01_SRB3",NA,178,165.5,191.666666666667,223.333333333333,206.5
"LE07_CU_007013_20091122_20170924_C01_V01_SRB4",NA,145.333333333333,133,110.666666666667,181.666666666667,151.5
"LE07_CU_007013_20091122_20170924_C01_V01_SRB5",NA,75.6666666666667,64,108.333333333333,108.333333333333,63
"LE07_CU_007013_20091122_20170924_C01_V01_SRB7",NA,68,33.5,79,67.6666666666667,67
"LE07_CU_007013_20091122_20170924_C01_V01_SRCLOUDQA",0,32,32,32,32,32
"LE07_CU_007013_20091201_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20091201_20170924_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20091201_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20091201_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,9,9,9
"LE07_CU_007013_20091201_20170924_C01_V01_SRB1",510,NA,NA,325.333333333333,301,288.5
"LE07_CU_007013_20091201_20170924_C01_V01_SRB2",651,NA,NA,260.333333333333,268,248
"LE07_CU_007013_20091201_20170924_C01_V01_SRB3",432,NA,NA,165,219.666666666667,229
"LE07_CU_007013_20091201_20170924_C01_V01_SRB4",130.5,NA,NA,120.666666666667,171.333333333333,146
"LE07_CU_007013_20091201_20170924_C01_V01_SRB5",51,NA,NA,81,104.666666666667,69
"LE07_CU_007013_20091201_20170924_C01_V01_SRB7",17,NA,NA,97,97,53.5
"LE07_CU_007013_20091201_20170924_C01_V01_SRCLOUDQA",32,0,0,32,32,32
"LE07_CU_007013_20091217_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,NA,2
"LE07_CU_007013_20091217_20170924_C01_V01_PIXELQA",68,NA,NA,NA,NA,68
"LE07_CU_007013_20091217_20170924_C01_V01_RADSATQA",0,NA,NA,NA,NA,0
"LE07_CU_007013_20091217_20170924_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,NA,9
"LE07_CU_007013_20091217_20170924_C01_V01_SRB1",540.5,NA,NA,NA,NA,278
"LE07_CU_007013_20091217_20170924_C01_V01_SRB2",625,NA,NA,NA,NA,196.5
"LE07_CU_007013_20091217_20170924_C01_V01_SRB3",440.5,NA,NA,NA,NA,122
"LE07_CU_007013_20091217_20170924_C01_V01_SRB4",135.5,NA,NA,NA,NA,112
"LE07_CU_007013_20091217_20170924_C01_V01_SRB5",72,NA,NA,NA,NA,53
"LE07_CU_007013_20091217_20170924_C01_V01_SRB7",37,NA,NA,NA,NA,37
"LE07_CU_007013_20091217_20170924_C01_V01_SRCLOUDQA",32,0,0,0,0,32
"LE07_CU_007013_20091224_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20091224_20170924_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20091224_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20091224_20170924_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,9
"LE07_CU_007013_20091224_20170924_C01_V01_SRB1",NA,277,231,299.666666666667,285,311.5
"LE07_CU_007013_20091224_20170924_C01_V01_SRB2",NA,214,260,289,319,347.5
"LE07_CU_007013_20091224_20170924_C01_V01_SRB3",NA,110,135,203.333333333333,241.666666666667,242
"LE07_CU_007013_20091224_20170924_C01_V01_SRB4",NA,111,90,153,193,193
"LE07_CU_007013_20091224_20170924_C01_V01_SRB5",NA,34.3333333333333,15.5,58.6666666666667,84.6666666666667,71.5
"LE07_CU_007013_20091224_20170924_C01_V01_SRB7",NA,11.6666666666667,18,89,50.6666666666667,18.5
"LE07_CU_007013_20091224_20170924_C01_V01_SRCLOUDQA",0,32,32,32,32,32
"LE07_CU_007013_20100102_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20100102_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20100102_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20100102_20170924_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,8,8
"LE07_CU_007013_20100102_20170924_C01_V01_SRB1",534,NA,NA,NA,275.333333333333,292.5
"LE07_CU_007013_20100102_20170924_C01_V01_SRB2",646.5,NA,NA,NA,281,287.5
"LE07_CU_007013_20100102_20170924_C01_V01_SRB3",430,NA,NA,NA,206.666666666667,188
"LE07_CU_007013_20100102_20170924_C01_V01_SRB4",137,NA,NA,NA,182.333333333333,135.5
"LE07_CU_007013_20100102_20170924_C01_V01_SRB5",35,NA,NA,NA,98.3333333333333,54
"LE07_CU_007013_20100102_20170924_C01_V01_SRB7",58,NA,NA,NA,64,97.5
"LE07_CU_007013_20100102_20170924_C01_V01_SRCLOUDQA",32,0,0,0,32,32
"LE07_CU_007013_20100109_20170924_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20100109_20170924_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20100109_20170924_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20100109_20170924_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,NA,9
"LE07_CU_007013_20100109_20170924_C01_V01_SRB1",483.5,241.333333333333,264,NA,NA,217.5
"LE07_CU_007013_20100109_20170924_C01_V01_SRB2",685.5,208,254,NA,NA,234
"LE07_CU_007013_20100109_20170924_C01_V01_SRB3",454.5,96.3333333333333,117,NA,NA,188.5
"LE07_CU_007013_20100109_20170924_C01_V01_SRB4",128,94,87.5,NA,NA,107
"LE07_CU_007013_20100109_20170924_C01_V01_SRB5",51.5,9,52,NA,NA,51.5
"LE07_CU_007013_20100109_20170924_C01_V01_SRB7",74.5,37,18,NA,NA,36.5
"LE07_CU_007013_20100109_20170924_C01_V01_SRCLOUDQA",32,32,32,0,0,32
"LE07_CU_007013_20100125_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,NA
"LE07_CU_007013_20100125_20170924_C01_V01_PIXELQA",NA,68,68,68,68,NA
"LE07_CU_007013_20100125_20170924_C01_V01_RADSATQA",NA,0,0,0,0,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB1",NA,441,441.5,304,274,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB2",NA,688.333333333333,740.5,404.333333333333,419.333333333333,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB3",NA,447,675,274.666666666667,298.666666666667,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB4",NA,112.333333333333,138,88.3333333333333,186.333333333333,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB5",NA,43.6666666666667,32,54.3333333333333,112,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRB7",NA,23,16.5,46,58,NA
"LE07_CU_007013_20100125_20170924_C01_V01_SRCLOUDQA",0,32,32,32,32,0
"LE07_CU_007013_20100226_20170924_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRATMOSOPACITYQA",9,22,22,9,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB1",442,283.666666666667,277,378.666666666667,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB2",612.5,306,298.5,388,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB3",552.5,187,231.5,316,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB4",328,220,235,422,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB5",207,137,165.5,350.666666666667,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRB7",172,113.666666666667,143,237.333333333333,NA,NA
"LE07_CU_007013_20100226_20170924_C01_V01_SRCLOUDQA",32,32,32,0,0,0
"LE07_CU_007013_20100314_20170924_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20100314_20170924_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20100314_20170924_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20100314_20170924_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,8,8
"LE07_CU_007013_20100314_20170924_C01_V01_SRB1",270,195,195,NA,213.333333333333,182.5
"LE07_CU_007013_20100314_20170924_C01_V01_SRB2",399,201.666666666667,206,NA,275.333333333333,228
"LE07_CU_007013_20100314_20170924_C01_V01_SRB3",374.5,113,136.5,NA,218.333333333333,166
"LE07_CU_007013_20100314_20170924_C01_V01_SRB4",204,120.666666666667,161,NA,229,161
"LE07_CU_007013_20100314_20170924_C01_V01_SRB5",85.5,64.6666666666667,48,NA,131.666666666667,72
"LE07_CU_007013_20100314_20170924_C01_V01_SRB7",77,8.33333333333333,12.5,NA,93.3333333333333,50
"LE07_CU_007013_20100314_20170924_C01_V01_SRCLOUDQA",32,32,32,0,32,32
"LE07_CU_007013_20100330_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20100330_20170924_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20100330_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20100330_20170924_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,9
"LE07_CU_007013_20100330_20170924_C01_V01_SRB1",NA,211,210,230,272.666666666667,238.5
"LE07_CU_007013_20100330_20170924_C01_V01_SRB2",NA,213,192,325.333333333333,355,336
"LE07_CU_007013_20100330_20170924_C01_V01_SRB3",NA,104,104,227,262,223
"LE07_CU_007013_20100330_20170924_C01_V01_SRB4",NA,146,109,184,234.666666666667,184
"LE07_CU_007013_20100330_20170924_C01_V01_SRB5",NA,44,32,82.3333333333333,128.666666666667,90
"LE07_CU_007013_20100330_20170924_C01_V01_SRB7",NA,23,34.5,46.3333333333333,102,34.5
"LE07_CU_007013_20100330_20170924_C01_V01_SRCLOUDQA",0,12,32,34.6666666666667,40,32
"LE07_CU_007013_20100408_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20100408_20170924_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20100408_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20100408_20170924_C01_V01_SRATMOSOPACITYQA",11,NA,NA,8,9,9
